BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0402020ADAAAAAA,Aripiprazole 400mg pdr and solvent for prolonged-rel inj,Aripiprazole
0402020ADAAABAB,Aripiprazole 400mg pdr and solvent for prolonged-rel inj pfs,Aripiprazole
0402020ADAAACAC,Aripiprazole 960mg/3.2ml prolonged-rel inj pf syringes,Aripiprazole
0402020ADAAADAD,Aripiprazole 720mg/2.4ml prolonged-rel inj pf syringes,Aripiprazole
0402020ADBBAAAA,Abilify Maintena 400mg pdr and solvent for PR inj,Aripiprazole
0402020ADBBABAB,Abilify Maintena 400mg pdr and solvent for prolonged-rel inj,Aripiprazole
0402020ADBBACAC,Abilify Maintena 960mg/3.2ml prolonged-rel inj pf syringes,Aripiprazole
0407042T0BBABAB,Aimovig 140mg/1ml solution for injection pre-filled pens,Erenumab
0410030A0AAANAN,Buprenorphine 8mg/0.16ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAAPAP,Buprenorphine 16mg/0.32ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAAQAQ,Buprenorphine 24mg/0.48ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAARAR,Buprenorphine 32mg/0.64ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAASAS,Buprenorphine 64mg/0.18ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAATAT,Buprenorphine 96mg/0.27ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAAUAU,Buprenorphine 128mg/0.36ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0AAAVAV,Buprenorphine 160mg/0.45ml prolonged-rel inj pf syringes,Buprenorphine hydrochloride
0410030A0BGAAAN,Buvidal 8mg/0.16ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGABAP,Buvidal 16mg/0.32ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGACAQ,Buvidal 24mg/0.48ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGADAR,Buvidal 32mg/0.64ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGAEAS,Buvidal 64mg/0.18ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGAFAT,Buvidal 96mg/0.27ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGAGAU,Buvidal 128mg/0.36ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0410030A0BGAHAV,Buvidal 160mg/0.45ml prolonged-rel inj pre-filled syringes,Buprenorphine hydrochloride
0601023Y0AAADAD,Exenatide 2mg pdr and solvent for prolonged-rel inj,Exenatide
0601023Y0AAAEAE,Exenatide 2mg/0.85ml prolonged-rel inj pf disposable devices,Exenatide
0601023Y0BCABAD,Bydureon 2mg pdr and solvent for prolonged-rel inj pf pens,Exenatide
0601023Y0BCACAE,Bydureon BCise 2mg/0.85ml prolonged-rel inj pre-filled pens,Exenatide
0606020V0BBACAD,Zometa 4mg/100ml solution for infusion bottles,Zoledronic acid
0803042N0AAACAC,Leuprorelin 3.75mg pdr and solvent for prolonged-rel inj pfs,Leuprorelin acetate
0803042N0AAADAD,Leuprorelin 11.25mg pdr and solvent for prolonged-rel inj,Leuprorelin acetate
0803042N0BBACAC,Prostap SR DCS 3.75mg pdr and solvent for prolonged-rel inj,Leuprorelin acetate
0803042N0BBADAD,Prostap 3 DCS 11.25mg pdr and solvent for prolonged-rel inj,Leuprorelin acetate
0803042N0BBAEAG,Prostap PD DCS 1.88mg pdr and solvent for prolonged-rel inj,Leuprorelin acetate
0803042P0AAAAAA,Triptorelin acet 3mg pdr and solvent for prolonged-rel inj,Triptorelin acetate
0803042P0AAABAB,Triptorelin acet 3.75mg pdr and solvent for PR inj,Triptorelin acetate
0803042S0AAABAB,Triptorelin embonate 22.5mg pdr and solvent for PR inj,Triptorelin embonate
0803042W0AAAAAA,Triptorelin 11.25mg pdr and solvent for prolonged-rel inj,Triptorelin
0803042W0BCAAAA,Salvacyl 11.25mg pdr and solvent for prolonged-rel inj vials,Triptorelin
0913021E0BDAAAC,Resource Junior complete sip feed (2 flavours),Ready to serve 1.5 kcal/ml milkshake (0913021)
0913541C0BDABAA,Lucozade Energy Glucose tablets original,Tablets OTC glucose for diabetic hypo treatment (0913541)
190205500BDAAAL,Nizoral Scalp Soothing Dry & Eczema Prone shampoo,Other toiletry preparations
21010900607,Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge,Other Appliances
21010900608,Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge,Other Appliances
21010900609,Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge,Other Appliances
21010900914,Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge,Other Appliances
23303453000,Adjustable ostomy belt 100cm beige,Belts
23804808008,Esenta Stomahesive paste,Skin Fillers And Protectives
