BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0402020AAAAAAAA,Risperidone 25mg pdr and solvent for prolonged-rel inj vials,Risperidone
0402020AAAAABAB,Risperidone 50mg pdr and solvent for prolonged-rel inj vials,Risperidone
0402020AAAAACAC,Risperidone 37.5mg pdr and solvent for prolonged-rel inj,Risperidone
0402020AABBAAAA,Risperdal Consta 25mg pdr and solvent for prolonged-rel inj,Risperidone
0402020AABBABAB,Risperdal Consta 50mg pdr and solvent for prolonged-rel inj,Risperidone
0402020AABBACAC,Risperdal Consta 37.5mg pdr and solvent for PR inj,Risperidone
0402020AABCABAE,Okedi 100mg pdr and solvent for prolonged-rel inj pfs,Risperidone
0402020ABAAAAAA,Paliperidone 50mg/0.5ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAABAB,Paliperidone 75mg/0.75ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAACAC,Paliperidone 100mg/1ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABAAADAD,Paliperidone 150mg/1.5ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAAFAF,Paliperidone 175mg/0.875ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAAGAG,Paliperidone 263mg/1.315ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAAHAH,Paliperidone 350mg/1.75ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAAIAI,Paliperidone 525mg/2.625ml prolonged-rel inj pf syringes,Paliperidone
0402020ABAAAJAJ,Paliperidone 1g/5ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBBAAAA,Xeplion 50mg/0.5ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBBABAB,Xeplion 75mg/0.75ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBBACAC,Xeplion 100mg/1ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBBADAD,Xeplion 150mg/1.5ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBCAAAF,Trevicta 175mg/0.875ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBCABAG,Trevicta 263mg/1.315ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBCACAH,Trevicta 350mg/1.75ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ABBCADAI,Trevicta 525mg/2.625ml prolonged-rel inj pre-filled syringes,Paliperidone
0402020ACAAABAB,Olanzapine embonate 300mg pdr and solvent for PR inj,Olanzapine embonate
0402020ACAAACAC,Olanzapine embonate 405mg pdr and solvent for PR inj,Olanzapine embonate
