BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0106020I0BFACAI,Docusol Constipation Relief 50mg/5ml oral solution,Docusate sodium
0107040A0AAAYAY,Glyceryl trinitrate 0.2% cream,Glyceryl trinitrate
0109010W0BBAAAA,Iqirvo 80mg tablets,Elafibranor
0203020G0AAABAB,Disopyramide 250mg modified-release capsules,Disopyramide phosphate
0204000H0AABLBL,Bisoprolol 500micrograms/ml oral solution sugar free,Bisoprolol fumarate
0205010ACAAACAC,Vericiguat 5mg tablets,Vericiguat
0304030C0BJAABH,EURneffy 2mg/100microlitres nasal spray unit dose,Adrenaline
0404000M0BQABAN,Atenza XL 36mg tablets,Methylphenidate hydrochloride
0407020AGAAAPAP,Tapentadol 100mg tablets,Tapentadol
0407020AGBFAAAC,Vecicom 50mg prolonged-release tablets,Tapentadol
0407020B0BUADAK,Bunov 15micrograms/hour transdermal patches,Buprenorphine
0407020B0BUAEAM,Bunov 30micrograms/hour transdermal patches,Buprenorphine
0407042F0AABBBB,Clonidine 100micrograms/5ml oral solution sugar free,Clonidine hydrochloride
0407042T0BBABAB,Aimovig 140mg/1ml solution for injection pre-filled pens,Erenumab
0408010ADAAAIAI,Zonisamide 200mg capsules,Zonisamide
0410020B0BDAYAZ,NiQuitin Minis Citrus 4mg lozenges,Nicotine
0604011L0AABNBN,Estradiol 40microg/Norethist 130microg/24hours ptch,Estradiol with progestogen
0604011L0AABPBP,Estradiol 30microg/Norethist 95microg/24hours ptch,Estradiol with progestogen
0604011L0CDAABN,Estradot Conti 40/130 transdermal patches,Estradiol with progestogen
0604011L0CDABBP,Estradot Conti 30/95 transdermal patches,Estradiol with progestogen
0604012S0BPACCF,Lubion 25mg/1.112ml inj pre-filled syringes,Progesterone
0801050BVAAABAB,Lenvatinib 10mg capsules,Lenvatinib
0906022K0AAATAT,Nicotinamide 50mg capsules,Nicotinamide
0906040G0EQACCS,Actium D3 800unit tablets,Colecalciferol
0906040G0EQADBI,Actium D3 400unit capsules,Colecalciferol
0906040G0EZAECB,AaCa D3 1.5g/400unit effervescent tablets,Colecalciferol
0913103A0AAAAAA,Generic Infatrini Peptisorb liquid,"RtS extensively hydrolysed formula, high energy (0913103)"
0913451H0BEAAAC,Meta Healthcare low protein pizza crackers,Food replacer discontinued or OTC savoury biscuits (0913451)
0913451H0BEABAD,Meta Healthcare low protein salty sticks,Food replacer discontinued or OTC savoury biscuits (0913451)
0913451M0BBAAAA,Meta Healthcare low protein hazelnut spread,Food replacer discontinued or OTC spreads (0913451)
0913531D0BBABAB,BioGaia Gastrus chewable tablets,Tablet OTC probiotic (0913531)
0913541C0BDABAA,Lucozade Energy Glucose tablets original,Tablets OTC glucose for diabetic hypo treatment (0913541)
0914021F0BDABAE,Nutrini Mix Energy Multifibre liquid,Tube feed 1.5 kcal/ml with fibre (0914021)
1001030AFAAACAC,Secukinumab 300mg/2ml inj pre-filled disposable devices,Secukinumab
1203010F0AAABAB,Flurbiprofen 2.92mg/actuation oromucosal spray sugar free,Flubiprofen
1203010F0BBACAB,Strefen Direct 8.75mg oromucosal spray,Flubiprofen
1203010F0BBADAC,Strefen Orange 8.75mg lozenges sugar free,Flubiprofen
190205500BDAAAL,Nizoral Scalp Soothing Dry & Eczema Prone shampoo,Other toiletry preparations
20033000348,Empore dressing 10cm x 25cm,Wound Management & Other Dressings
20033000382,Emfilm dressing 20cm x 30cm,Wound Management & Other Dressings
20033000564,Suprasorb P SensiFlex border dressing 15cm x 20cm,Wound Management & Other Dressings
20033000565,Suprasorb P SensiFlex border dressing 20cm x 20cm,Wound Management & Other Dressings
20033000567,Suprasorb P SensiFlex border lite dressing 15cm x 15cm,Wound Management & Other Dressings
20033000571,Suprasorb P SensiFlex multisite border dressing 16cm x 20cm,Wound Management & Other Dressings
20033000581,WoundShield waterproof wound drainage bag standard,Wound Management & Other Dressings
20050600316,Provox Life LaryButton 8mm length 12mm,Tracheostomy & Laryngectomy Appliances
20050600318,Provox Life LaryButton 8mm length 16mm,Tracheostomy & Laryngectomy Appliances
20050600321,Provox Life LaryButton 18mm length 14mm,Tracheostomy & Laryngectomy Appliances
21012600120,buddy limb protector hand and foot free 50cm top and 40cm lower apertures,Other Appliances
21012600248,TRUEplus 5-Bevel Pen hypod insulin needles for pf / reusable pen injectors screw on 8mm/31gauge,Other Appliances
21012600262,AactiWax Olive Oil ear spray,Other Appliances
21020001592,Transurethral Catheter Safety System 12Ch-18Ch,Catheters
21020001597,2 way foley all silicone catheter paediatric 8Ch 3ml balloon (43150803),Catheters
21020001614,Cure Dextra catheter male 12Ch-16Ch,Catheters
21240000198,AactiNose nasal spray,Nasal Products
21270002986,Juzo Basic class 2 (23-32mmHg) thigh length open toe with silicone top band wide,Lymphoedema Garments
21270003122,Varisan Top class 2 (23-32mmHg) below knee closed toe plus,Lymphoedema Garments
21270003153,duomed soft 2easy class 1 (14-17mmHg) thigh length closed toe with grip top,Lymphoedema Garments
21300000997,AddTear Hypromellose 0.5% eye drops preservative free,Eye Products
22506155034,"SpiritCare sterile leg bag with lever tap and leg straps 500ml bag, short tube",Leg Bags
22506155037,"SpiritCare sterile leg bag with lever tap and leg straps 750ml bag, long tube",Leg Bags
22853958521,ProFem incontinence dish with support knob vaginal insert for female stress incontinence size 4,Insert For Female Stress Incont
23603356306,"Option low profile s/convex ileo bag + fltr & soft covering to both sides, midi 20mm (LPSC28-4320KV)",Ileostomy Bags
