vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
44750011000001100,Bevacizumab gamma 7.5mg/0.3ml solution for injection vials,4.47427110000011e+16,Bevacizumab gamma
44146311000001106,Generic Comirnaty KP.2 adults and adolescents from 12 years COVID-19 mRNA Vaccine 30micrograms/0.3ml dose dispersion for injection multidose vials,3.93307110000011e+16,COVID-19 vaccine
45283311000001103,Chikungunya vaccine (live) powder and solvent for solution for injection 0.5ml vials,4.528151100000111e+16,Chikungunya vaccine
32599611000001101,Diphencyprone 0.008% in acetone liquid,1.4935411000001108e+16,Diphencyprone
18683911000001105,Diphencyprone 0.125% in acetone liquid,1.4935411000001108e+16,Diphencyprone
4559311000001106,Diphenhydramine 7mg/5ml / Levomenthol 550micrograms/5ml oral solution sugar free,775628006.0,Diphenhydramine + Levomenthol
16036311000001108,Ibuprofen 200mg / Phenylephrine 5mg tablets,1.5991011000001102e+16,Ibuprofen + Phenylephrine
45195111000001103,Trivalent influenza vaccine (recombinant) solution for injection 0.5ml pre-filled syringes,9894511000001108.0,Influenza vaccine
45541411000001107,Insulin soluble human 1unit/ml eye drops,776207001.0,Insulin soluble human
42978711000001102,Leuprorelin 1.88mg powder and solvent for prolonged-release suspension for injection pre-filled syringes,776505008.0,Leuprorelin
45290211000001102,Liothyronine 10micrograms/ml oral solution sugar free,776546003.0,Liothyronine
44947611000001101,Meropenem 1g powder and 50ml solvent infusion bags,776694006.0,Meropenem
45531611000001106,Omaveloxolone 50mg capsules,4.552521100000111e+16,Omaveloxolone
42390311000001103,Paracetamol 1g/100ml / Ibuprofen 300mg/100ml solution for infusion vials,1172855009.0,Paracetamol + Ibuprofen
36028411000001100,Pethidine 50mg/5ml solution for injection ampoules,777149005.0,Pethidine
45521811000001107,Polihexanide 0.08% eye drops 0.3ml unit dose preservative free,777239003.0,Polihexanide
42992611000001102,Potassium chloride 600mg / Potassium bicarbonate 400mg (total potassium 12mmol) effervescent tablets sugar free,777268002.0,Potassium bicarbonate + Potassium chloride
45490011000001106,Progesterone 25mg/1.112ml solution for injection pre-filled syringes,777325000.0,Progesterone
5212111000001107,Saccharin sodium powder,777478002.0,Saccharin
45481711000001104,Semaglutide 1.5mg tablets,777514008.0,Semaglutide
45481911000001102,Semaglutide 9mg tablets,777514008.0,Semaglutide
45505011000001105,Sodium chloride 0.9% nasal spray,777553004.0,Sodium chloride
5241211000001100,Sodium dihydrogen phosphate dihydrate powder,9902711000001100.0,Sodium dihydrogen phosphate dihydrate
44750311000001102,Sultiame 20mg/ml oral suspension,777654002.0,Sultiame
29004511000001105,Thyme 59.5mg pastilles,2.9005011000001104e+16,Thyme
44994611000001102,Trypan blue 0.06% ophthalmic solution 1ml pre-filled syringes,777879001.0,Trypan blue
45531811000001105,Vorasidenib 10mg tablets,4.55288110000011e+16,Vorasidenib
45531911000001100,Vorasidenib 40mg tablets,4.55288110000011e+16,Vorasidenib
45165811000001107,Zolpidem 5mg orodispersible tablets sugar free,777990007.0,Zolpidem
9819411000001109,Cooling soft gel sheets,,
8004111000001100,Generic Beechams All-In-One tablets,,
10364911000001103,Generic Build-up nutritious shake oral powder 38g sachets,,
37075111000001102,Generic SMA Advanced Growing Up milk powder,,
43988811000001109,Limb protectors adult elbow extra slim,,
44058611000001108,Limb protectors adult full leg standard build short,,
40614011000001105,Neuromuscular treatment devices,,
19533511000001101,Soft silicone wound contact dressing with polyurethane foam film backing sterile 12.5cm x 12.5cm,,
