BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0109010U0AABMBM,Ursodeoxycholic acid 500mg capsules,Ursodeoxycholic acid
0205051I0AACECE,Enalapril 1mg orodispersible tablets sugar free,Enalapril maleate
0401010Y0AAADAD,Zolpidem 5mg orodispersible tablets sugar free,Zolpidem tartrate
0401010AEAAACAC,Eszopiclone 3mg tablets,Eszopiclone
0401010AEAAAAAA,Eszopiclone 1mg tablets,Eszopiclone
0403030X0AAAHAH,Escitalopram 10mg orodispersible tablets sugar free,Escitalopram
0403030X0AAAIAI,Escitalopram 15mg orodispersible tablets sugar free,Escitalopram
0404000M0BPADAW,Focusim XL 40mg capsules,Methylphenidate hydrochloride
0404000M0BPABAQ,Focusim XL 20mg capsules,Methylphenidate hydrochloride
0407010H0CPACAW,Galpharm Children's Paracetamol 120mg/5ml oral suspension,Paracetamol
0407020A0BXAEAY,Fenhuma 300microgram sublingual tablets,Fentanyl
0501060D0AAALAL,Clindamycin 60mg/5ml oral solution,Clindamycin hydrochloride
0601060D0FGAAA0,GlucoRx Smart Glucose testing strips,Glucose blood testing reagents
0601060W0BNAAA0,GlucoRx Smart Ketone testing strips,Ketone blood testing reagents
0704050Z0AAARAR,Sildenafil 12.5mg/dose oromucosal spray sugar free,Sildenafil (Erectile Dysfunction)
0704050Z0AAAUAU,Sildenafil 100mg orodispersible films sugar free,Sildenafil (Erectile Dysfunction)
0801050CRBBAAAA,Kisqali 200mg tablets,Ribociclib
0901030U0BBAAAA,Evrenzo 20mg tablets,Roxadustat
0906040G0ELADBY,A1-Cal D3 Max 600mg/400unit chewable tablets,Colecalciferol
0906040G0BWBKDQ,"SunVit-D3 2,400units/ml oral drops",Colecalciferol
0906040G0ELACBW,A1-Cal D3 500mg/400unit chewable tablets,Colecalciferol
0906040G0EZADBU,AaCa D3 1.25g/200unit chewable tablets,Colecalciferol
0913011Y0BBAAAA,Altraplen Compact Protein Max liquid (4 flavours),"RtS 2.4 kcal/ml m/sk high volume, higher protein (0913011)"
0913237A0AAAAAA,Generic PKU Anamix Infant powder gluten free,Powder infant formula (0913237)
0913461J0BBAAAA,Glutafin gluten free digestive biscuits,Specialist food replacer OTC/disc sweet biscuits (0913461)
0913461J0BBABAA,Glutafin gluten free shortbread biscuits,Specialist food replacer OTC/disc sweet biscuits (0913461)
0913461I0BBADAA,Glutafin gluten free mini crackers,Specialist food replacer OTC/disc savoury biscuits (0913461)
1104010X0BBACAC,Netidex 3mg/ml / 1mg/ml eye drops,Netilmicin/Dexamethasone
1203050A0BJAAAS,BioXtra Dry Mouth Mild toothpaste,Artificial saliva products
20031700326,FarlaSORB dressing 15cm x 20cm rectangular,Wound Management & Other Dressings
20033000544,ConvaFoam Border dressing 14cm x 19.8cm multisite,Wound Management & Other Dressings
20033000461,Clarity Care Silicone Foam Border dressing 23.5cm x 25cm heel,Wound Management & Other Dressings
20033000542,ConvaFoam Border dressing 17.5cm x 17.5cm square,Wound Management & Other Dressings
20033000528,ConvaFoam Silicone dressing 15cm x 15cm,Wound Management & Other Dressings
20033000535,Suprasorb F Protect dressing 5cm x 7cm,Wound Management & Other Dressings
20100000759,EmFix tape 20cm,Surgical Adhesive Tape
21012600234,Sealcuff Waterproof Cast & Bandage limb protector adult IV & PICC lines small,Other Appliances
21230000126,ActiGYN vaginal gel,Vaginal Moisturisers
21270002996,Juzo Intenso class 3 (34-46mmHg) below knee open toe with silicone top band,Lymphoedema Garments
21270003080,Juzo Expert Strong non-standard colour for lymphoedema garment lower extremities,Lymphoedema Garments
21270003081,Juzo Inspiration non-standard colour for lymphoedema garment,Lymphoedema Garments
21270003051,Eurostar 2 Sense custom fit class 2 (23-32mmHg) below knee,Lymphoedema Garments
21270003009,Juzo Fascination class 1 (10-15mmHg) thigh length closed toe with silicone adhesive border,Lymphoedema Garments
23355903760,"Protea Vital colostomy bag with filter, medium",Colostomy Bags
23355903759,"Softima Active Soft Convex colostomy bag with filter, midi 15mm-45mm beige",Colostomy Bags
23605906371,Option Alginate low profile soft convex ileostomy bag with filter 47mm plateau 15-47mm black,Ileostomy Bags
23605906377,Option Alginate soft convex ileostomy bag + filter & soft touch closure 45mm plateau 15-44mm black,Ileostomy Bags
23605906343,Option Primo hydrocolloid ileostomy bag with filter and window 25mm opaque,Ileostomy Bags
23605906365,"Protea Vital ileostomy bag with filter, medium 13mm-63mm beige",Ileostomy Bags
23605906291,Esteem Body soft convex ileostomy bag large 7mm depth 60mm plateau 10mm-55mm clear,Ileostomy Bags
23605906376,Option Alginate soft convex ileostomy bag + filter & soft touch closure 35mm plateau 15-34mm black,Ileostomy Bags
