BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0407020AGBGAEAN,Tapimio 250mg modified-release capsules,Tapentadol
0913011I0BDAAAA,Fresubin Original drink vanilla,Ready to serve 1 - 1.3 kcal/ml m/sk lower energy (0913011)
0913011N0BGAAAB,Fresubin Energy liquid (7 flavours),Ready to serve 1.5 kcal/ml milkshake (0913011)
0913541C0BDAAAA,Lucozade Energy Glucose tablets orange,Tablets OTC glucose for diabetic hypo treatment (0913541)
1003020AFBBABAA,Voltarol Osteoarthritis Joint Pain Relief 1.16% gel,Diclofenac diethyl
1003020AFBBACAA,Voltarol Back & Muscle Pain Relief 1.16% gel,Diclofenac diethyl
20030400130,Hydrocoll Classic dressing 5cm x 5cm square,Wound Management & Other Dressings
20030400131,Hydrocoll Classic dressing 7.5cm x 7.5cm square,Wound Management & Other Dressings
20030400132,Hydrocoll Classic dressing 10cm x 10cm square,Wound Management & Other Dressings
20030400133,Hydrocoll Classic dressing 15cm x 15cm square,Wound Management & Other Dressings
20030400135,Hydrocoll Classic dressing 12cm x 18cm sacral,Wound Management & Other Dressings
20030400145,Hydrocoll Classic Thin dressing 7.5cm x 7.5cm square,Wound Management & Other Dressings
20030400146,Hydrocoll Classic Thin dressing 10cm x 10cm square,Wound Management & Other Dressings
20030400147,Hydrocoll Classic Thin dressing 15cm x 15cm square,Wound Management & Other Dressings
23603356279,Option Alginate soft convex ileostomy bag with filter and soft touch closure 45mm plateau 40mm,Ileostomy Bags
