BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0204000H0AAAEAE,Bisoprolol 1mg/5ml oral liquid,Bisoprolol fumarate
0204000H0AABKBK,Bisoprolol 1mg/ml oral solution sugar free,Bisoprolol fumarate
0301020Q0BFAAAB,Trokide 18microgram inhalation powder capsules,Tiotropium bromide
0302000C0BXAABX,Vivaire 100micrograms/dose / 6micrograms/dose inhaler,Beclometasone dipropionate
0302000C0BYABBZ,Proxor 200micrograms/dose / 6micrograms/dose inhaler,Beclometasone dipropionate
0304010AABCAAAA,Mistamine 10mg modified-release tablets,Mizolastine
0401020R0AAAEAE,Meprobamate 5mg/5ml oral liquid,Meprobamate
0404000M0BPAAAU,Focusim XL 10mg capsules,Methylphenidate hydrochloride
0407020AGBGAEAN,Tapimio 250mg modified-release capsules,Tapentadol
0407020AGBEAAAC,Lupaxis 50mg prolonged-release tablets,Tapentadol
0408010AEBGACBD,Misabri PR 82.5mg pro-longed release tablets,Pregabalin
0408010H0AABVBV,Lamotrigine 70mg/5ml oral suspension,Lamotrigine
0409030S0BBAAAA,Vyndaqel 20mg capsules,Tafamidis
0410030B0BCADAJ,Zubsolv 11.4mg/2.9mg sublingual tablets,Buprenorph hydrochloride/naloxone hydrochloride
0502010B0AAAKAK,Fluconazole 200mg/100ml infusion bags,Fluconazole
0604012S0BQABBW,Gepretix 200mg capsules,Progesterone
0607020Y0BBABAC,Yselty 200mg tablets,Linzagolix
0902011U0AABKBK,Pot chlor 600mg/Pot bicarb 400mg(total pot 12mmol)efferv SF,Potassium chloride
0906011H0CIABAG,Lamberts Cod Liver Oil 1000mg capsules,Cod liver oil
0906040G0EQAJDK,"Actium D3 25,000unit tablets",Colecalciferol
0906040G0EXABBH,"Purosure Vitamin D3 1,000unit capsules",Colecalciferol
0906040G0ENAIDZ,"Aace D3 30,000unit capsules",Colecalciferol
0906040G0EJAJDZ,"Aactive D3 30,000unit capsules",Colecalciferol
091104000BBPIBD,Bio-Kult Pregnea capsules,Other digestive aid preparations
0913011Z0BCAAAB,Fresubin Plant-Based drink,Ready to serve 1.5 kcal/ml milkshake plant based (0913011)
0913411C0BBADAA,"SLO Syrup Hot IDDSI 1, 2 and 3 liquid thickener conc liq",Liquid disc or non ACBS thickener - gum based (0913411)
0913411C0BBAAAA,"SLO Syrup Cold IDDSI 1, 2 and 3 liquid thickener conc liq",Liquid disc or non ACBS thickener - gum based (0913411)
0913541C0BDAAAA,Lucozade Energy Glucose tablets orange,Tablets OTC glucose for diabetic hypo treatment (0913541)
1106000L0AAADAD,Latanoprost 50micrograms/ml eye dps 0.3ml ud preserv free,Latanoprost
1202010Y0BBABAA,Dymista Control 137microg/dose / 50microg/dose nsl spy,Fluticasone propionate/azelastine hydrochloride (Nasal)
1202010U0BCABAA,Clarinaze Allergy Control 0.05% nasal spray,Mometasone furoate
120303000BBBXA0,Echinaforce throat spray,Other lozenge and spray preparations
1305030K0AAABAB,Abrocitinib 200mg tablets,Abrocitinib
1311060Q0BDAAAC,AnateP 400mg tablets for cutaneous solution,Potassium permanganate
1404000ATAABVBV,Generic Comirnaty JN.1 COVID-19 mRNA Vacc 0.3ml dose inj pfs,Coronavirus vaccine
20020201222,EmpressFlex layer 4 bandage 10cm x 6m,Arm Sling/Bandages
20033000462,Clarity Care Silicone Foam Border dressing 17cm x 17.5cm sacral,Wound Management & Other Dressings
20033000468,Clarity Care Silicone Foam Border Lite dressing 15cm x 15cm,Wound Management & Other Dressings
20033000403,Cutimed Gelling Fiber dressing 4cm x 20cm rectangular,Wound Management & Other Dressings
20033000402,Cutimed Gelling Fiber dressing 4cm x 10cm rectangular,Wound Management & Other Dressings
20033000294,CuraScar sheet 10cm x 26cm rectangular,Wound Management & Other Dressings
20033000509,Hydrocyn Aqua Gel spray dressing,Wound Management & Other Dressings
20033000522,Polyfield Dressing Pack +,Wound Management & Other Dressings
20033000518,Mepilex Up dressing 10cm x 11cm,Wound Management & Other Dressings
20033000519,Mepilex Up dressing 11cm x 20cm,Wound Management & Other Dressings
20033000532,ConvaFoam Silicone dressing 24cm x 21cm sacral,Wound Management & Other Dressings
20033000531,ConvaFoam Silicone dressing 20cm x 16.5cm sacral,Wound Management & Other Dressings
20033000485,Clarity Care Silicone Wound Contact Layer One Sided Adhesive dressing 5cm x 7cm,Wound Management & Other Dressings
20033000520,Mepilex Up dressing 15cm x 16cm,Wound Management & Other Dressings
20033000526,ConvaFoam Silicone dressing 10cm x 10cm,Wound Management & Other Dressings
20033000533,ConvaFoam Silicone Multisite dressing 14cm x 19.8cm,Wound Management & Other Dressings
20050600268,Sofshield laryngectomy protector small black,Tracheostomy & Laryngectomy Appliances
21270003078,Juzo Expert non-standard colour for lymphoedema garment lower extremities,Lymphoedema Garments
21270002985,Juzo Basic class 2 (23-32mmHg) thigh length closed toe with silicone top band,Lymphoedema Garments
21270003037,Juzo Move custom fit class 2 (23-32mmHg) thigh length open toe with silicone adhesive border,Lymphoedema Garments
21270003042,Juzo Move custom fit class 3 (34-46mmHg) below knee closed toe,Lymphoedema Garments
21270003038,Juzo Move custom fit class 2 (23-32mmHg) thigh length closed toe with silicone adhesive border,Lymphoedema Garments
21270003001,Juzo Intenso class 3 (34-46mmHg) below knee closed toe max,Lymphoedema Garments
21270002978,Juzo Basic class 1 (18-21mmHg) thigh length open toe with silicone top band wide,Lymphoedema Garments
21300000988,ClinOptic HA 0.4% eye drops preservative free,Eye Products
21380000145,Heelift AFO heel protector standard,Low Friction Products
21480000112,CareSens Air Sensor,Detection Sensor Interstitial Fluid/Gluc
23355903742,Esteem Body soft convex colostomy bag large with window 3.5mm depth 40mm plateau 25mm stoma,Colostomy Bags
23603356206,"Option Alginate ileostomy bag with filter and soft touch closure, midi 50mm opaque",Ileostomy Bags
23605906212,"Emperor ileostomy bag with filter, maxi 40mm beige",Ileostomy Bags
23605906265,Esteem Body soft convex ileostomy bag standard 3.5mm depth 40mm plateau 25mm stoma clear,Ileostomy Bags
23990000005,Heylo Starter Kit 80mm,Leakage Notification System
