vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
45531211000001109,Aripiprazole 300mg powder and solvent for prolonged-release suspension for injection vials,774636008.0,Aripiprazole
40103311000001108,Generic Lung Function medical gas mixture 4,4.00997110000011e+16,Carbon monoxide + Helium + Oxygen + Nitrogen
45436011000001102,"Chikungunya vaccine (recombinant, adsorbed) suspension for injection 0.8ml pre-filled syringes",4.528151100000111e+16,Chikungunya vaccine
45707811000001105,Fluphenazine decanoate 125mg/5ml solution for injection vials,1.32921010000011e+16,Fluphenazine decanoate
45707911000001100,Gefapixant 45mg tablets,4.57027110000011e+16,Gefapixant
45708211000001108,Inavolisib 3mg tablets,4.570721100000111e+16,Inavolisib
45708311000001100,Inavolisib 9mg tablets,4.570721100000111e+16,Inavolisib
45531411000001108,Isosorbide mononitrate 30mg modified-release tablets,1204440004.0,Isosorbide mononitrate
36775311000001102,Levothyroxine sodium 375microgram capsules,776526008.0,Levothyroxine
45531511000001107,"Measles, Mumps, Rubella and Varicella vaccine (live) powder and solvent for solution for injection 0.5ml pre-filled syringes",4.548091100000111e+16,Measles + Mumps + Rubella + Varicella vaccine
45481611000001108,"Measles, Mumps, Rubella and Varicella vaccine (live) powder and solvent for suspension for injection 0.5ml pre-filled syringes",4.548091100000111e+16,Measles + Mumps + Rubella + Varicella vaccine
43292611000001108,Melatonin 2mg/ml oral solution sugar free,776664000.0,Melatonin
45294711000001103,Mirikizumab 200mg/2ml solution for injection pre-filled disposable devices,4.20276110000011e+16,Mirikizumab
15000711000001103,Nortriptyline 10mg/5ml oral suspension,776948005.0,Nortriptyline
14781011000001100,Salicylic acid 5% ointment,777486002.0,Salicylic acid
45490211000001101,Thiamine 250mg/2ml solution for injection ampoules,777739002.0,Thiamine
40139911000001102,Trastuzumab 88.2mg/250ml in Sodium chloride 0.9% infusion bags,777824009.0,Trastuzumab
40652111000001106,Treprostinil 25mg/10ml solution for infusion vials,777828007.0,Treprostinil
24055111000001107,Generic Aptamil Comfort milk,,
4933511000001105,Generic Day Nurse capsules,,
44117211000001108,Generic DryMax Super dressing 5cm x 5cm square,,
45350911000001105,Generic Fortisip PlantBased 2kcal liquid,,
4934211000001105,Generic Night Nurse capsules,,
44059411000001102,Limb protectors adult full leg extra large,,
44878011000001103,Soft silicone wound contact dressing with polyurethane foam film backing sterile and silicone adhesive border 20cm x 16.5cm sacral,,
44878611000001105,Soft silicone wound contact dressing with polyurethane foam film backing sterile and silicone adhesive border 24cm x 21cm sacral,,
