vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
44050811000001109,Aripiprazole 1mg tablets,774636008.0,Aripiprazole
8279911000001100,Ascorbic acid 500mg/5ml oral solution,774644008.0,Ascorbic acid
44679511000001105,Binimetinib 45mg tablets,774862002.0,Binimetinib
42367711000001101,Calcium carbonate 625mg effervescent tablets sugar free,774989006.0,Calcium carbonate
41621211000001101,"Cholera vaccine (recombinant, live, oral) effervescent powder and powder for oral suspension",202201000001101.0,Cholera vaccine
44168711000001104,Ciltacabtagene autoleucel 3.2million-100million cells dispersion for infusion bags,4.41683110000011e+16,Ciltacabtagene autoleucel
42167711000001107,Dabigatran etexilate 150mg granules sachets sugar free,1.3568411000001104e+16,Dabigatran etexilate
44159811000001105,Eplontersen 45mg/0.8ml solution for injection pre-filled disposable devices,4.415421100000111e+16,Eplontersen
43813711000001100,Levodopa 20mg/ml / Carbidopa 5mg/ml / Entacapone 20mg/ml intestinal gel 47ml cartridges,775052000.0,Levodopa + Carbidopa + Entacapone
8582911000001105,Levomepromazine maleate 25mg/5ml oral solution,776520002.0,Levomepromazine
43726611000001105,Remimazolam 50mg powder for solution for injection vials,926384007.0,Remimazolam
44947811000001102,Rocuronium bromide 50mg/5ml solution for injection pre-filled syringes,777458005.0,Rocuronium
43007811000001100,Generic Aymes Actagain 1.5 Plant Powered liquid,,
37935411000001104,Generic Exufiber Ag+ dressing 10cm x 10cm square,,
43153411000001108,Generic PaediaSure Plus tube feed liquid,,
42417311000001108,Generic Rabbit Epithelia 100DBU/ml solution for skin prick test,,
23946911000001108,Sterile subcutaneous drug delivery device 110cm tubing 6mm needle 22gauge,,
