BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0101010I0BJAAAB,Mag-100 capsules,Magnesium oxide
0101021B0BTAAAH,Care Heartburn Relief oral suspension,Alginic acid compound preparations
0103050P0AABTBT,Omeprazole 30mg/5ml oral suspension,Omeprazole
0109040N0BHAABB,"Pangrol 10,000 capsules",Pancreatin
0203020I0AABUBU,Flecainide 25mg/5ml oral solution sugar free,Flecainide acetate
0401010ADAADFDF,Melatonin 2mg/ml oral solution sugar free,Melatonin
0403040W0BQABAE,Ranfaxine XL 150mg capsules,Venlafaxine
0407020P0AAANAN,Morphine hydrochloride 50mg/5ml oral solution,Morphine hydrochloride
0407020A0BZACAF,Fenylat 50micrograms/hour transdermal patches,Fentanyl
0407020A0BZAAAU,Fenylat 12micrograms/hour transdermal patches,Fentanyl
0407020A0BZADAG,Fenylat 75micrograms/hour transdermal patches,Fentanyl
0407020A0BZAEAH,Fenylat 100micrograms/hour transdermal patches,Fentanyl
0407020A0BZABAE,Fenylat 25micrograms/hour transdermal patches,Fentanyl
0411000D0BCABAE,Apozyl 10mg orodispersible tablets,Donepezil hydrochloride
0501013K0BBANAI,Augmentin 250/62 oral suspension,Co-amoxiclav (Amoxicillin/clavulanic acid)
0501013K0BBAPAH,Augmentin 125/31 oral suspension,Co-amoxiclav (Amoxicillin/clavulanic acid)
0501013K0AAAPAP,Co-amoxiclav 400mg/57mg/5ml oral suspension,Co-amoxiclav (Amoxicillin/clavulanic acid)
0602010V0BKACBX,Vencamil 50microgram tablets,Levothyroxine sodium
0603020J0BHACDM,Efmody 20mg modified-release capsules,Hydrocortisone
0902012H0CBAAAE,AACT Rehydration oral powder sachets,Oral rehydration salts
0906026M0BLABAG,Purosure Thiamine 100mg tablets,Thiamine hydrochloride
0906040G0BIAQEL,Pro D3 400unit tablets,Colecalciferol
0906040G0EQAADR,"Actium D3 20,000unit capsules",Colecalciferol
0908010E0BCABAD,Procysbi 75mg gastro-resistant capsules,Mercaptamine
0913011S0BBAFAJ,Aymes Actagain 2.0 Starter Pack liquid,"RtS 2-2.4 kcal/ml m/sk higher protein,higher energy(0913011)"
0913011U0BDABAD,Aymes Actagain 2.0 Fibre Starter Pack liquid,"RtS 2 kcal/ml m/sk high protein, high energy+fibre (0913011)"
0913461J0BBAEAA,Glutafin gluten free biscuits,Specialist food replacer OTC/disc sweet biscuits (0913461)
0913461A0BDABAD,Juvela gluten free fibre flakes,Specialist food replacer OTC/disc breakfast cereal (0913461)
0914011K0BCAAAB,Compleat 1.5 HP tube feed liquid,"Tube feed 1.5 kcal/ml with fibre, higher protein (0914011)"
1001010K0AAAJAJ,Indometacin 75mg modified-release tablets,Indometacin
1001030W0AAACAC,Tocilizumab 400mg/20ml solution for infusion vials,Tocilizumab
1305030G0AAAAAA,Ixekizumab 80mg/1ml inj pre-filled syringes,Ixekizumab
1309000Y0AAAAAA,Ritlecitinib 50mg capsules,Ritlecitinib
131101000BMAQA0,Spirigel Plus alcohol hand gel,Other alcohol and saline preparations
1404000ATBHAFBW,Spikevax JN.1 COVID-19 mRNA Vacc 50microg/0.5ml dose inj pfs,Coronavirus vaccine
1404000H0AAARAR,Trivalent Flu/Vac/SA inj 0.5ml pfs,Influenza
20033000502,Biopad Collagen dressing 5cm x 5cm square,Wound Management & Other Dressings
20033000453,Clarity Care Silicone Foam Border dressing 7.5cm x 7.5cm,Wound Management & Other Dressings
20033000460,Clarity Care Silicone Foam Border dressing 15cm x 20cm,Wound Management & Other Dressings
20033000459,Clarity Care Silicone Foam Border dressing 15cm x 15cm,Wound Management & Other Dressings
20033000456,Clarity Care Silicone Foam Border dressing 10cm x 25cm,Wound Management & Other Dressings
20033000506,Suprasorb Liquacel Ag dressing 15cm x 15cm square,Wound Management & Other Dressings
20033000467,Clarity Care Silicone Foam Border Lite dressing 10cm x 10cm,Wound Management & Other Dressings
20033000458,Clarity Care Silicone Foam Border dressing 12.5cm x 12.5cm,Wound Management & Other Dressings
20033000441,Cutimed Sorbion Border dressing 19.5cm x 22cm sacrum,Wound Management & Other Dressings
20090001323,Emfast stockinette 3.5cm,Stockinette
21012600183,Shaker Deluxe mucus clearance device,Other Appliances
21012600203,Apollo BV safety lancets 1.8mm/26gauge,Other Appliances
21020001593,2 way foy all slc cath+glyc filled syrg for inflation & empty syrg for deflation male 12Ch-24Ch,Catheters
21270002991,Juzo Intenso class 2 (23-32mmHg) below knee open toe,Lymphoedema Garments
21270002585,Haddenham Star Cotton MTO open front panty for lymphoedema garment,Lymphoedema Garments
21270002975,Juzo Basic class 1 (18-21mmHg) below knee closed toe,Lymphoedema Garments
21270002982,Juzo Basic class 2 (23-32mmHg) below knee open toe,Lymphoedema Garments
21270002969,Juzo SleepCompress arm,Lymphoedema Garments
21270002979,Juzo Basic class 1 (18-21mmHg) thigh length closed toe with silicone top band wide,Lymphoedema Garments
21270002973,Juzo Compression Wrap extender strap,Lymphoedema Garments
21270002990,Juzo Intenso class 3 (34-46mmHg) below knee open toe,Lymphoedema Garments
21270002974,Juzo Basic class 1 (18-21mmHg) below knee open toe,Lymphoedema Garments
21300000985,Puroptics Hypromellose 0.3% eye drops,Eye Products
22306153067,Discreet sheath tacky 36mm,Incontinence Sheaths
23300263493,Suportx female high waist ostomy girdle with hole and velcro gusset small skin,Belts
23355903732,Esteem Body soft convex colostomy bag large 3.5mm depth 40mm plateau 10mm-35mm clear,Colostomy Bags
23355903734,Esteem Body soft convex colostomy bag large 3.5mm depth 60mm plateau 10mm-55mm clear,Colostomy Bags
23355903738,Esteem Body soft convex colostomy bag large with window 3.5mm depth 40mm plateau 10mm-35mm,Colostomy Bags
23355903736,Esteem Body soft convex colostomy bag large 7mm depth 50mm plateau 10mm-45mm clear,Colostomy Bags
23355903747,Esteem Body soft convex colostomy bag large with window 7mm depth 60mm plateau 10mm-55mm,Colostomy Bags
23355903739,Esteem Body soft convex colostomy bag large with window 3.5mm depth 50mm plateau 10mm-45mm,Colostomy Bags
23603056151,UltraMax ileostomy bag 44mm opaque,Ileostomy Bags
23605906292,Esteem Body soft convex ileostomy bag large with window 3.5mm depth 30mm plateau 10mm-25mm,Ileostomy Bags
23605906324,"SenSura Mio light convex ileostomy bag with filter, maxi 28mm black",Ileostomy Bags
23605906269,Esteem Body soft convex ileostomy bag standard 7mm depth 40mm plateau 10mm-35mm clear,Ileostomy Bags
23605906329,"SenSura Mio soft convex ileostomy bag with filter, maxi 28mm black",Ileostomy Bags
23605906322,"SenSura Mio light convex ileostomy bag with filter, maxi 31-43mm black",Ileostomy Bags
23605906261,Onovus Solo ileostomy bag 13mm-45mm light grey,Ileostomy Bags
23605906308,"SenSura Mio ileostomy bag with filter, maxi 40mm black",Ileostomy Bags
23605906330,"SenSura Mio soft convex ileostomy bag with filter, maxi 31mm black",Ileostomy Bags
23605906270,Esteem Body soft convex ileostomy bag standard 7mm depth 50mm plateau 10mm-45mm clear,Ileostomy Bags
23605906278,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 50mm plateau 40mm stoma,Ileostomy Bags
23605906199,"Moderma Flex soft convex ileo bag+fltr,CeraPlus s/barr,diamond/barr, Lock'n'Roll, maxi 38mm beige",Ileostomy Bags
23605906307,"SenSura Mio ileostomy bag with filter, maxi 35mm black",Ileostomy Bags
23605906276,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 40mm plateau 30mm stoma,Ileostomy Bags
23605906287,Esteem Body soft convex ileostomy bag large 3.5mm depth 60mm plateau 10mm-55mm clear,Ileostomy Bags
23605906275,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 40mm plateau 25mm stoma,Ileostomy Bags
23605906331,"SenSura Mio soft convex ileostomy bag with filter, maxi 35mm black",Ileostomy Bags
23605906316,"SenSura Mio deep convex ileostomy bag with filter, maxi 28mm black",Ileostomy Bags
23605906286,Esteem Body soft convex ileostomy bag large 3.5mm depth 50mm plateau 10mm-45mm clear,Ileostomy Bags
23605906277,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 40mm plateau 35mm stoma,Ileostomy Bags
23963249601,Nu-Hope urostomy bag standard 16mm,Urostomy Bags
23965909821,Esteem Body soft convex urostomy bag standard with window 7mm depth 30mm plateau 10mm-25mm,Urostomy Bags
23965909832,Moderma Flex convex urostomy bag+CeraPlus s/barr & diamond/barr 15mm-38mm transparent,Urostomy Bags
23965909823,Esteem Body soft convex urostomy bag standard with window 7mm depth 50mm plateau 10mm-45mm,Urostomy Bags
23965909667,UltraMax Atlas shallow convex urostomy bag 12-55mm transparent,Urostomy Bags
23965909818,Esteem Body soft convex urostomy bag standard with window 3.5mm depth 30mm plateau 10mm-25mm,Urostomy Bags
23965909828,"Moderma Flex s/convex urostomy bag + CeraPlus s/barr, diamond/barr & enhanced tap 30mm transparent",Urostomy Bags
23965909817,Esteem Body soft convex urostomy bag standard 7mm depth 50mm plateau 10mm-45mm clear,Urostomy Bags
