BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0601022B0BUABAV,Rudimet 1000mg prolonged-release tablets,Metformin hydrochloride
0702010F0AAAAAA,Estriol 1mg/g vaginal cream with applicator,Estriol
0702010F0BCAAAA,Ovestin 1mg/g vaginal cream with applicator,Estriol
090504700BBEZBC,Bio-SelenoPrecise 200microgram tablets,Other selenium preparations
091200000AAEGEG,Glucosamine sulfate 676mg capsules,Other health supplement preparations
0913461A0BDABAD,Juvela gluten free fibre flakes,Specialist food replacer OTC/disc breakfast cereal (0913461)
0913461J0BBAEAA,Glutafin gluten free biscuits,Specialist food replacer OTC/disc sweet biscuits (0913461)
0913541B0AAAAAA,Generic Lift Fast Acting Glucose Shot liquid,Liquid OTC glucose for diabetic hypo treatment (0913541)
0913541B0BBAAAA,Lift Fast Acting Glucose Shot liquid (4 flavours),Liquid OTC glucose for diabetic hypo treatment (0913541)
0913541B0BBABAA,Lift Fast Acting Glucose Shot liquid zesty lemon & lime(old),Liquid OTC glucose for diabetic hypo treatment (0913541)
0913671B0BBAAAA,SLO Milkshake+ IDDSI L3 Moderately Thick oral pdr 50g banana,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBABAA,SLO Milkshake+ IDDSI L3 Moderately Thick oral pdr 50g choc,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBACAA,SLO Milkshake+ IDDSI L3 Moderately Thick oral pdr 50g sberry,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBADAB,SLO Milkshake+ IDDSI L2 Mildly Thick oral pdr 50g banana,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBAEAB,SLO Milkshake+ IDDSI L2 Mildly Thick oral pdr 50g choc,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671B0BBAFAB,SLO Milkshake+ IDDSI L2 Mildly Thick oral pdr 50g s/berry,Powder 1.7 kcal/ml milkshake pre-thickened (0913671)
0913671C0BBAAAA,SLO Milkshake+ IDDSI L1 Slightly Thick oral pdr 50g banana,Powder 1.3 kcal/ml milkshake pre-thickened (0913671)
0913671C0BBABAA,SLO Milkshake+ IDDSI L1 Slightly Thick oral pdr 50g choc,Powder 1.3 kcal/ml milkshake pre-thickened (0913671)
0913671C0BBACAA,SLO Milkshake+ IDDSI L1 Slightly Thick oral pdr 50g s/berry,Powder 1.3 kcal/ml milkshake pre-thickened (0913671)
1302010U0BGAIAF,Eucerin UreaRepair Plus 10% urea foot cream,Urea
1902070E0AAAGAG,Activated charcoal 81.3% gran for gastroenteral or susp SF,Charcoal
21011300311,Bloccs Waterproof Cast & Dressing Cover limb protector adult short arm,Other Appliances
21011300313,Bloccs Waterproof Cast & Dressing Cover limb protector adult short leg,Other Appliances
21011300314,Bloccs Waterproof Cast & Dressing Cover limb protector adult long leg,Other Appliances
21011300328,Bloccs Waterproof Cast & Dressing Cover limb protector child medium leg,Other Appliances
21011300330,Bloccs Waterproof Cast & Dressing Cover limb protector child extra large leg,Other Appliances
21020001495,Liquick X-treme catheter female 6Ch-14Ch,Catheters
21280000147,Aquaflush Cone Refill Pack standard cones,Anal Irrigation System
21280000154,Aquaflush Cone Refill Pack short cones,Anal Irrigation System
21280000163,Aquaflush Cone Refill Pack self retaining cones,Anal Irrigation System
