BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0407020AGBGAAAJ,Tapimio 50mg modified-release capsules,Tapentadol
0906040G0ELAAFI,A1-Cal D3 500mg/400unit chewable tablets sugar free,Colecalciferol
0906040G0ELABFJ,A1-Cal D3 Max 600mg/400unit chewable tablets sugar free,Colecalciferol
0906040G0EZABFN,AaCa D3 1.25g/200unit chewable tablets sugar free,Colecalciferol
091000000BBWYBT,VH Essentials Lutein & Zeaxanthin capsules,Other compound vitamin/mineral formulation preparations
0913091C0BBAAAA,Peptamen Junior 1.5 liquid vanilla,Ready to serve 1.5 kcal/ml milkshake (0913091)
0913461F0BDACAC,Glutafin gluten free pasta macaroni penne,Specialist food replacer OTC or disc pasta (0913461)
0913461I0BBAAAA,Glutafin gluten free crackers,Specialist food replacer OTC/disc savoury biscuits (0913461)
1003020U0BJAAAJ,Voltarol ONE A DAY Muscle Pain Relief 140mg plaster,Diclofenac sodium
21010230121,Able Spacer 2 with mask small/medium/large,Other Appliances
23350703852,"NovaLife TRE 1 colostomy bag with viewing option, midi 15-55/70mm beige",Colostomy Bags
23350703853,"NovaLife TRE 1 colostomy bag with viewing option, midi 25-55/70mm beige",Colostomy Bags
23350703854,"NovaLife TRE 1 colostomy bag with viewing option, midi 30-55/70mm beige",Colostomy Bags
23350703855,"NovaLife TRE 1 colostomy bag with viewing option, midi 35-55/70mm beige",Colostomy Bags
23350703856,"NovaLife TRE 1 colostomy bag with viewing option, midi 40-55/70mm beige",Colostomy Bags
23350703857,"NovaLife TRE 1 colostomy bag with viewing option, midi 45-55/70mm beige",Colostomy Bags
23350703858,"NovaLife TRE 1 colostomy bag with viewing option, maxi 15-55/70mm beige",Colostomy Bags
23350703861,"NovaLife TRE 1 colostomy bag with viewing option, maxi 15-70/90mm beige",Colostomy Bags
23350703871,"NovaLife TRE 1 closed convex colostomy bag with viewing option, midi 15-24mm beige",Colostomy Bags
23350703872,"NovaLife TRE 1 closed convex colostomy bag with viewing option, midi 15-37mm beige",Colostomy Bags
23350703873,"NovaLife TRE 1 closed convex colostomy bag with viewing option, midi 15-46mm beige",Colostomy Bags
23350703874,"NovaLife TRE 1 closed convex colostomy bag with viewing option, midi 30-37mm beige",Colostomy Bags
23350703876,"NovaLife TRE 1 closed convex colostomy bag with viewing option, midi 25mm beige",Colostomy Bags
23350703878,"NovaLife TRE 1 closed convex colostomy bag with viewing option, maxi 15-59mm beige",Colostomy Bags
23600706499,"NovaLife TRE 1 ileostomy bag with viewing option, midi 15-55/70mm beige",Ileostomy Bags
23600706500,"NovaLife TRE 1 ileostomy bag with viewing option, midi 25-55/70mm beige",Ileostomy Bags
23600706501,"NovaLife TRE 1 ileostomy bag with viewing option, midi 30-55/70mm beige",Ileostomy Bags
23600706502,"NovaLife TRE 1 ileostomy bag with viewing option, midi 35-55/70mm beige",Ileostomy Bags
23600706505,"NovaLife TRE 1 ileostomy bag with viewing option, maxi 15-55/70mm beige",Ileostomy Bags
23600706506,"NovaLife TRE 1 ileostomy bag with viewing option, maxi 25-55/70mm beige",Ileostomy Bags
23600706507,"NovaLife TRE 1 ileostomy bag with viewing option, maxi 30-55/70mm beige",Ileostomy Bags
23600706508,"NovaLife TRE 1 ileostomy bag with viewing option, maxi 15-70/90mm beige",Ileostomy Bags
23600706509,"NovaLife TRE 1 ileostomy bag with viewing option, maxi 25-70/90mm beige",Ileostomy Bags
23600706510,"NovaLife TRE 1 ileostomy bag with viewing option, maxi 30-70/90mm beige",Ileostomy Bags
23600706521,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 15-24mm beige",Ileostomy Bags
23600706522,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 15-37mm beige",Ileostomy Bags
23600706523,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 15-46mm beige",Ileostomy Bags
23600706524,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 30-37mm beige",Ileostomy Bags
23600706526,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 25mm beige",Ileostomy Bags
23600706528,"NovaLife TRE 1 open convex ileostomy bag with viewing option, maxi 15-59mm beige",Ileostomy Bags
