BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0407041AEAAAAAA,Sumatriptan 85mg / Naproxen 457mg tablets,Sumatriptan succinate/Naproxen sodium
0913461I0BBAAAA,Glutafin gluten free crackers,Specialist food replacer OTC/disc savoury biscuits (0913461)
0914011R0BBAAAA,Nutrison PlantBased 2kcal HP Multi Fibre liquid,Tube feed 2kcal/ml w fibre higher prot plant based (0914011)
1306010ADBBAAAA,Winlevi 10mg/g cream,Clascoterone
1306010ADAAAAAA,Clascoterone 10mg/g cream,Clascoterone
