vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
45554711000001100,Acoramidis 356mg tablets,4.55430110000011e+16,Acoramidis
46065711000001109,Bevacizumab 2.5mg/0.1ml solution for injection pre-filled syringes,774850001.0,Bevacizumab
44546211000001105,Bisoprolol 1mg/ml oral solution sugar free,774880006.0,Bisoprolol
44493611000001102,"Generic Nuvaxovid JN.1 COVID-19 Vaccine (recombinant, adjuvanted) 5micrograms/0.5ml dose dispersion for injection vials",3.93307110000011e+16,COVID-19 vaccine
45578811000001102,"Colecalciferol 1,000unit / Calcium carbonate 2.5g chewable tablets sugar free",774990002.0,Colecalciferol + Calcium carbonate
45481511000001109,Guanfacine 7mg modified-release tablets,776162002.0,Guanfacine
46075711000001104,Indocyanine green 25mg/10ml solution for injection ampoules,776328008.0,Indocyanine green
46056811000001102,Isatuximab 1.4g/10ml solution for injection vials,860770005.0,Isatuximab
42427011000001104,Levetiracetam 1g granules for oral solution sachets sugar free,776508005.0,Levetiracetam
8666111000001100,Methotrexate 7.5mg/5ml oral suspension,776732000.0,Methotrexate
45708411000001107,Pneumococcal polysaccharide conjugated vaccine solution for injection 0.5ml pre-filled syringes,9894911000001100.0,Pneumococcal vaccine
13160911000001104,Propranolol 10mg/5ml oral suspension,777344007.0,Propranolol
42578511000001102,Valerian root extract 26mg tablets,3.641201100000111e+16,Valerian
46036511000001104,Generic HydraMed night Sensitive eye ointment preservative free,,
45884711000001106,Generic SMA Alfamino Advance powder,,
