vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
45578411000001104,Apomorphine 15mg sublingual films sugar free,774625001.0,Apomorphine
45578611000001101,Apomorphine 25mg sublingual films sugar free,774625001.0,Apomorphine
12895611000001100,Cystine 500mg oral powder sachets,1.2884311000001108e+16,Cystine
42167911000001109,Dabigatran etexilate 30mg granules sachets sugar free,1.3568411000001104e+16,Dabigatran etexilate
40962911000001100,Filgrastim 70million units/0.73ml solution for injection pre-filled syringes,775962009.0,Filgrastim
45792011000001104,Fosdenopterin 9.5mg powder for solution for injection vials,1153618003.0,Fosdenopterin
45511911000001109,Gadopiclenol 0.5mmol/ml solution for injection 50ml vials,4.28237110000011e+16,Gadopiclenol
45481311000001103,Guanfacine 5mg modified-release tablets,776162002.0,Guanfacine
7720611000001102,Magnesium glycinate 100mg tablets,776615008.0,Magnesium glycinate
8665611000001103,Methotrexate 2.5mg/5ml oral solution,776732000.0,Methotrexate
45391811000001102,Obecabtagene autoleucel 410million cells dispersion for infusion bags,4.535791100000111e+16,Obecabtagene autoleucel
44008511000001102,Palopegteriparatide 420micrograms/1.4ml solution for injection pre-filled disposable devices,4.400071100000111e+16,Palopegteriparatide
45792411000001108,Rifampicin 150mg / Isoniazid 100mg capsules,776414001.0,Rifampicin + Isoniazid
45801211000001102,Ruxolitinib 15mg/g cream,777477007.0,Ruxolitinib
9085211000001106,Absorbent perforated dressing with adhesive border 6cm x 8cm,,
40687611000001106,Generic Foodlink Extra powder 85g sachets,,
3547711000001101,Generic Nutricia Flavour Modjul powder,,
42532511000001101,Generic Parakeet Feathers 20micrograms/ml solution for skin prick test,,
42930111000001103,Generic Short Ragweed (Ambrosia eliator) pollen 500micrograms/ml solution for skin prick test,,
39348411000001108,Generic Ultra-TechneKow FM [Mo-99]/[Tc-99m] 34.4GBq radionuclide generator,,
