BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0106010E0AAAWAW,Generic Solgar Psyllium husks fibre 500mg capsules,Ispaghula husk
0109010U0BHAABE,Deoxxa 250mg/5ml oral suspension,Ursodeoxycholic acid
0212000AABCAAAM,Enebium 5mg orodispersible tablets,Rosuvastatin calcium
0309010L0BJAAAD,Strepsils Cough 2.5mg lozenges,Dextromethorphan hydrobromide
0404000M0BRABBE,Tuzulby 30mg prolonged-release chewable tablets,Methylphenidate hydrochloride
0404000M0BSACAN,Kixel XL 36mg tablets,Methylphenidate hydrochloride
0404000M0BSADAR,Kixel XL 54mg tablets,Methylphenidate hydrochloride
0406000J0BFAAAN,Epzit 10mg orodispersible tablets,Domperidone
0407020AGBEACAE,Lupaxis 150mg prolonged-release tablets,Tapentadol
0501070AFAAAAAA,Dalbavancin 500mg powder for solution for infusion vials,Dalbavancin hydrochloride
0501070AFBBAAAA,Xydalba 500mg pdr for concentrate for inf vials,Dalbavancin hydrochloride
0501100J0BDAAAA,Myrin 100mg tablets,Thalidomide (Antileprotic)
0503010BEBBAAAA,Symtuza 800mg/150mg/200mg/10mg tablets,Darunavir/Cobicistat/Emtricitabine/Tenofovir alafenamide
0606020Z0BEAAAA,Junod 60mg/1ml solution for injection pre-filled syringes,Denosumab
0606020Z0BNAAAA,Stoboclo 60mg/1ml solution for injection pre-filled syringes,Denosumab
0901030V0AAABAB,Vadadustat 300mg tablets,Vadadustat
0901060Q0BBAAAA,Lonquex 6mg/0.6ml solution for injection pre-filled syringes,Lipegfilgrastim
0906022K0BJAAAU,Glaucomin High Strength capsules,Nicotinamide
0906040G0CYAHDB,"HealthAid Vitamin D3 2,000unit tablets",Colecalciferol
0906040G0EJAQCV,"Aactive D3 40,000unit capsules",Colecalciferol
0913011C0BDAGAJ,EnergieShake Powder oral powder 57g sachets coffee,Powder 1.6 kcal/ml milkshake (0913011)
0913011W0BDACAF,Altraplen Compact Protein Starter Pack liquid,"RtS 2.4 kcal/ml m/sk lower volume, higher protein (0913011)"
0913104A0AAACAC,Generic Infatrini liquid,"Ready to serve infant formula, high energy (0913104)"
