BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0501070AFAAAAAA,Dalbavancin 500mg powder for solution for infusion vials,Dalbavancin hydrochloride
0501070AFBBAAAA,Xydalba 500mg pdr for concentrate for inf vials,Dalbavancin hydrochloride
0503010BEBBAAAA,Symtuza 800mg/150mg/200mg/10mg tablets,Darunavir/Cobicistat/Emtricitabine/Tenofovir alafenamide
0901030V0AAABAB,Vadadustat 300mg tablets,Vadadustat
