vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
44121711000001102,Bimekizumab 320mg/2ml solution for injection pre-filled syringes,1340106001.0,Bimekizumab
42755111000001100,Buprenorphine 40micrograms/hour transdermal patches,774936005.0,Buprenorphine
8793211000001107,Diltiazem 2% gel,775603003.0,Diltiazem
44923211000001105,"Efanesoctocog alfa 1,000unit powder and solvent for solution for injection vials",4.49132110000011e+16,Efanesoctocog alfa
43170511000001103,Exagamglogene autotemcel 4million-13million cells/ml dispersion for infusion vials,4.31702110000011e+16,Exagamglogene autotemcel
42894311000001108,Fentanyl 67microgram sublingual tablets sugar free,775934002.0,Fentanyl
43793011000001104,Lecanemab 200mg/2ml solution for infusion vials,4.384221100000111e+16,Lecanemab
43793111000001103,Lecanemab 500mg/5ml solution for infusion vials,4.384221100000111e+16,Lecanemab
44881811000001105,Lisocabtagene maraleucel 1.1million-70million cells/ml / 1.1million-70million cells/ml dispersion for infusion vials,1148951001.0,Lisocabtagene maraleucel
29768511000001104,Monobenzone 20% in Aqueous cream,776822003.0,Monobenzone
36490811000001104,Rizatriptan 5mg orodispersible tablets sugar free,777457000.0,Rizatriptan
3897711000001108,Generic ReQuip tablets starter pack,777464003.0,Ropinirole
42358711000001107,Sodium picosulfate 2.5mg capsules,777574003.0,Sodium picosulfate
38579511000001101,Generic AC-F 119/5 liquid acid concentrate for haemodialysis 4.7litre containers,,
38580811000001103,Generic AC-F 229 liquid acid concentrate for haemodialysis 4.7litre containers,,
37936011000001104,Generic Exufiber Ag+ dressing 15cm x 15cm square,,
44836211000001105,Generic Nutrison PlantBased 2kcal HP liquid,,
18288511000001109,Generic PKU Anamix First Spoon oral powder 12.5g sachets,,
44058211000001106,Limb protectors adult full leg standard build,,
