BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0101021B0BTABAL,Care Advance Heartburn Relief 1000mg/200mg/10ml oral susp,Alginic acid compound preparations
0205051I0BFABCE,Aqumeldi 1mg orodispersible tablets,Enalapril maleate
0401010AEBBAAAA,Lunivia 1mg tablets,Eszopiclone
0408010I0AAALAL,Ethosuximide 500mg/5ml oral solution sugar free,Ethosuximide
0601023AWAAAKAK,Semaglutide 1.5mg tablets,Semaglutide
0601023AWBCADAK,Rybelsus 1.5mg tablets,Semaglutide
0601023AWBCAEAL,Rybelsus 4mg tablets,Semaglutide
0601040I0BKAAAD,AACE Gluco 40% gel,Glucose
0602010M0AABCBC,Liothyronine 10micrograms/ml oral solution sugar free,Liothyronine sodium
0604012F0BCAAAA,Nalvee 10mg tablets,Dydrogesterone
0604012S0BRAACE,Prometrium 400mg vaginal capsules,Progesterone
0702010F0BGAAAA,Ovesse 1mg/g vaginal cream with applicator,Estriol
0901020D0BNAAAE,Purosure Cyanocobalamin 50microgram tablets,Cyanocobalamin
0902012H0CCAAA0,Rehydration Treatment granules 4.87g sachets,Oral rehydration salts
0905011D0BJADAJ,AaceCa 1250mg chewable tablets,Calcium carbonate
0906022K0AAAUAU,Nicotinamide 750mg capsules,Nicotinamide
0906040G0BXAGAN,Fultium-D3 800unit capsules (Internis),Colecalciferol
0906040G0EKABEL,Prohealth Vitamin D3 10micrograms (400units) tablets,Colecalciferol
090607000BBMHA0,Valupak Energy Release Vitamin B+C effervescent tablets,Other multivitamin preparations
090607000BCAABS,Wellbaby Multivitamin drops,Other multivitamin preparations
090607000BCABBT,Wellbaby Multivitamin liquid,Other multivitamin preparations
090607000BDAABU,Wellkid 4-12 years Multivitamin liquid,Other multivitamin preparations
091104000BBPPAU,Biome Balance For those on Antibiotics 300mg capsules,Other digestive aid preparations
091200000AAGBGB,Valerian root extract 26mg tablets,Other health supplement preparations
091200000BHAAGE,Valupak Omegaval D 1000 capsules,Other health supplement preparations
0913531A0BFAAAG,Optibac Baby 0-3 years oral drops,Liquid OTC probiotic (0913531)
0913541A0AAAAAA,Generic GlucoRx Torq oral gel,Gel OTC glucose for diabetic hypo treatment (0913541)
1404000ATBGAKBS,Comirnaty JN.1 COVID-19 mRNA Vaccine 0.3ml inj md vials,Coronavirus vaccine
1404000AVAAAAAA,"Dengue tetravalent vacc (live, attenuated) inj 0.5ml pfs",Dengue fever
1404000H0BYACAR,Influenza TIV MYL vacc inj 0.5ml pre-filled syringes,Influenza
1404000H0CEABAT,Supemtek Trivalent vaccine (recombinant) inj 0.5ml pfs,Influenza
1404000H0CGAAAU,Vaxigrip Trivalent Flu/Vac/Split inj 0.5ml pfs,Influenza
1404000H0CHAAAL,Efluelda Trivalent Flu/Vac/Split High Dose inj 0.5ml pfs,Influenza
20020201210,Emlite bandage 7.5cm x 4m,Arm Sling/Bandages
20033000493,Clarity Care Silicone Wound Contact Layer Two Sided Adhesive dressing 7.5cm x 10cm,Wound Management & Other Dressings
20033000537,Suprasorb F Protect dressing 15cm x 20cm,Wound Management & Other Dressings
20033000551,Durafiber Ag Pro dressing 10cm x 10cm square,Wound Management & Other Dressings
20033000552,Durafiber Ag Pro dressing 15cm x 15cm square,Wound Management & Other Dressings
20033000559,Durafiber Ag Pro dressing 2cm x 45cm rectangular,Wound Management & Other Dressings
20033000569,Suprasorb P SensiFlex multisite border dressing 7.5cm x 9.5cm,Wound Management & Other Dressings
20033000572,Suprasorb P SensiFlex multisite border lite dressing 7.5cm x 9.5cm,Wound Management & Other Dressings
21012600210,Apollo Tri-Plus safety lancets 1.3mm/1.8mm/2.3mm/23gauge,Other Appliances
21012600245,TRUEplus 5-Bevel Pen hypod insulin needles for pf / reusable pen injectors screw on 4mm/32gauge,Other Appliances
21012600247,TRUEplus 5-Bevel Pen hypod insulin needles for pf / reusable pen injectors screw on 6mm/31gauge,Other Appliances
21012600250,GlucoRx Lite Safety lancets 1.8mm/23gauge,Other Appliances
21012600251,GlucoRx Lite Safety lancets 1.8mm/28gauge,Other Appliances
21012600252,GlucoRx Lite Safety lancets 1.8mm/30gauge,Other Appliances
21012600260,MyPen2 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units,Other Appliances
21020001584,Liquick X-treme catheter paediatric 8Ch-10Ch,Catheters
21020001599,2 way foy all slc cath+glyc filled syrg for balloon inflation & empty syrg for deflation paed 6Ch,Catheters
21220000335,AAA Menthol 2% in Aqueous cream,Emollients
21270003016,Euroform 3 Sense adhesive border for lymphoedema garment lower extremities,Lymphoedema Garments
21270003017,Euroform 3 Sense anatomically flexed form for lymphoedema garment,Lymphoedema Garments
21270003019,Euroform 3 Sense closed toe for lymphoedema garment,Lymphoedema Garments
21270003021,Euroform 3 Sense instep stitching (T-Heel) for lymphoedema garment,Lymphoedema Garments
21270003028,Juzo Move custom fit class 1 (18-21mmHg) thigh length open toe with silicone adhesive border,Lymphoedema Garments
21270003071,Biflex Self Adjust hand,Lymphoedema Garments
21270003123,Varisan Top class 2 (23-32mmHg) below knee open toe,Lymphoedema Garments
21270003128,Haddenham Stride class 2 (23-32mmHg) below knee closed toe extra long foot,Lymphoedema Garments
21270003130,Haddenham Stride class 1 (18-21mmHg) below knee closed toe regular foot,Lymphoedema Garments
21270003131,Haddenham Stride class 1 (18-21mmHg) below knee closed toe long foot,Lymphoedema Garments
21270003135,Haddenham Comfiwave (15-21mmHg) abdominal band,Lymphoedema Garments
21270003136,Haddenham Comfiwave (15-21mmHg) breastband,Lymphoedema Garments
21280000192,Qufora IrriSedo MiniGo Small 30 irrigation set,Anal Irrigation System
21290000172,Solace System,Pressure Offloading Device
21300000993,Lacrigel Carbomer 0.2% eye gel,Eye Products
22306153061,Discreet sheath short 32mm,Incontinence Sheaths
