BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
22706307010,NephSys Comfort belt,Suspensory Systems
22853958520,ProFem incontinence dish with support knob vaginal insert for female stress incontinence size 3,Insert For Female Stress Incont
23305951193,Abdominal and Umbilical hernia binder 685/S,Belts
23305951194,Abdominal and Umbilical hernia binder 685/M,Belts
23305951195,Abdominal and Umbilical hernia binder 685/L,Belts
23305951196,Abdominal and Umbilical hernia binder 685/XL,Belts
23305951197,Abdominal and Umbilical hernia binder 685/2XL,Belts
23355903763,"NovaLife TRE 1 closed convex colostomy bag with viewing option, midi 15-37mm black",Colostomy Bags
23605906350,Option hydrocolloid low profile soft convex ileostomy bag with filter 28mm plateau 15-28mm clear,Ileostomy Bags
23605906366,Option soft convex ileostomy bag with filter and soft touch closure 25mm plateau 10-24mm black,Ileostomy Bags
23605906385,NovaLife TRE 1 soft convex ileostomy bag midi 30mm black,Ileostomy Bags
