BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0102000N0AAADAD,Hyoscine butylbromide 100mg/5ml oral solution,Hyoscine butylbromide
0202030Y0AAACAC,Finerenone 40mg tablets,Finerenone
0204000H0AABMBM,Bisoprolol 1.25mg orodispersible tablets sugar free,Bisoprolol fumarate
0205052AFAAABAB,Candesartan 16mg / Hydrochlorothiazide 12.5mg tablets,Candesartan cilexetil with diuretic
0304010I0BFACAB,Piriteze Children's Hayfever Allergy 1mg/ml syrup,Cetirizine hydrochloride
0402010C0BBADAH,Clozaril 12.5mg orodispersible tablets,Clozapine
0402010C0BBAGAJ,Clozaril 50mg orodispersible tablets,Clozapine
0408010A0BHAAAX,Zolvum 500mg orodispersible tablets,Levetiracetam
0408020D0AAABAB,Clonazepam 1mg/1ml solution for injection ampoules,Clonazepam
0409010A0BDAABC,Kynmobi 10mg sublingual films,Apomorphine hydrochloride
0601023AWAAARAR,Semaglutide 25mg tablets,Semaglutide
0602010M0AAALAL,Liothyronine 50micrograms/5ml oral liquid,Liothyronine sodium
0603020M0BCACAA,Solu-Cortef Act-O-Vial 100mg inj vials,Hydrocortisone sodium succinate
0606020Z0BIAAAB,Denbrayce 120mg/1.7ml solution for injection vials,Denosumab
0704020N0AAAKAK,Tolterodine 2mg/5ml oral suspension sugar free,Tolterodine
0901011P0BKAAAC,ActiFerr-S 200mg tablets,Ferrous sulfate
0901020G0CTAABF,Afolate 400microgram tablets,Folic acid
0902012H0BZABAP,Electrorush ORS oral rehydration salts drink apple,Oral rehydration salts
0905013N0AAAZAZ,Magnesium sulfate 50% (magnesium 2mmol/ml) inj 20ml vials,Magnesium sulfate
090502100BPBEAA,AadPhos effervescent tablets,Other phosphate supplement preparations
0906031C0CKABAG,AascorbDose 100mg tablets,Ascorbic acid
0906040G0AAFQFQ,"Colecalciferol 1,000unit/Calcium carbonate 2.5g chew tab SF",Colecalciferol
0906040G0CYAIEQ,"HealthAid Vitamin D3 50,000unit capsules",Colecalciferol
0908010D0AAAKAK,Cholesterol 750mg/5ml oral suspension,Cholesterol
091000000BBYJBY,Feroglobin capsules,Other compound vitamin/mineral formulation preparations
091200000BFXSFT,SynBio Vitamin B complex tablets,Other health supplement preparations
0913011W0BEAAAG,Aymes ActaGain Protein Compact liquid (5 flavours),"RtS  2.4 kcal/ml m/sk lower volume, higher protein (0913011)"
0913011W0BEABAH,Aymes ActaGain Protein Compact Starter Pack liquid,"RtS  2.4 kcal/ml m/sk lower volume, higher protein (0913011)"
0913181R0BBAAAA,KetoMKD Bisk,Specialist food replacer 3:1 sweet biscuits (0913181)
0913205T0BBAAAA,PKU GoLike Bar 5 30g bars,Ready to serve 5g protein equivalent
0913311K0BBAAAA,Aymes 2.0kcal Starter Pack liquid,"RtS 2-2.4 kcal/ml m/sk higher protein,higher energy(0913311)"
0913444A0AAABAB,Generic Low Fat Module powder,Powder disc or non ACBS infant formula (0913444)
0913461C0BKAABH,Tobia Teff gluten free brown bread mix,Specialist food replacer OTC/disc flour type mixes (0913461)
1001010L0BMAAAJ,Jomethid XL 200mg capsules,Ketoprofen
1002020S0AAAEAE,Methocarbamol 750mg/5ml oral suspension sugar free,Methocarbamol
1202010W0BEAAAA,Relioz 27.5micrograms/dose nasal spray,Fluticasone furoate
1305020C0AAGZGZ,Coal tar solution 0.5% in White soft paraffin,Tars
20033000494,Clarity Care Silicone Wound Contact Layer Two Sided Adhesive dressing 10cm x 10cm,Wound Management & Other Dressings
20033000574,Avance Solo dressing kit 10cm x 30cm,Wound Management & Other Dressings
20033000609,GBUK Film dressing 10cm x 12cm,Wound Management & Other Dressings
20033000618,GBUK Hydrogel Sheet Bordered sheet 10cm x 10cm square,Wound Management & Other Dressings
20033000627,Askina Calgitrol Ag+ dressing 5cm x 5cm square,Wound Management & Other Dressings
20033000629,Askina Calgitrol Ag+ dressing 15cm x 15cm square,Wound Management & Other Dressings
20033000642,Biatain Superabsorber dressing 10cm x 20cm rectangular,Wound Management & Other Dressings
20033000644,Biatain Superabsorber dressing 20cm x 30cm rectangular,Wound Management & Other Dressings
20033000645,Biatain Superabsorber dressing 20cm x 40cm rectangular,Wound Management & Other Dressings
20033000649,UrgoStart plus Border Multisite dressing 17cm x 20cm,Wound Management & Other Dressings
20033000653,Vliwasorb Sensitive Border dressing 10cm x 10cm square,Wound Management & Other Dressings
20033000659,Renasys Edge canister 300ml,Wound Management & Other Dressings
20033000660,Renasys Edge canister 800ml,Wound Management & Other Dressings
20033000662,HidraWear BB briefs female closed gusset medium,Wound Management & Other Dressings
20033000670,MANUKAhd Lite dressing 10cm x 12.5cm rectangular,Wound Management & Other Dressings
20100000767,Ariapore tape 2.5cm,Surgical Adhesive Tape
21012500125,Instylan 80mg bladder instillation,Other Appliances
21012600323,"ProFem ring pessary size 5, 76mm diameter, silicone with support",Other Appliances
21012600324,"ProFem ring pessary size 6, 83mm diameter, silicone with support",Other Appliances
21012600331,"ProFem ring pessary size 2, 57mm diameter, silicone without support",Other Appliances
21012600335,"ProFem ring pessary size 5, 76mm diameter, silicone without support",Other Appliances
21012600349,FT catheter securement tape,Other Appliances
21012600374,"Medicare Colgate ring pessary 70mm diameter, silicone with support/folding",Other Appliances
21012600390,VentiChamber with adult small mask 6+ years,Other Appliances
21020001636,SensaCath Compact catheter female 10Ch-14Ch,Catheters
21220000347,ActiDerm Emulsifying Wax 30% Yellow Soft Paraffin 30% ointment,Emollients
21270003007,Juzo Intenso class 3 (34-46mmHg) below knee open toe with silicone top band max,Lymphoedema Garments
21270003084,Juzo Soft non-standard colour for lymphoedema garment lower extremities,Lymphoedema Garments
21270003105,Varisan Fashion class 1 (18-21mmHg) below knee closed toe,Lymphoedema Garments
21270003133,Juzo SleepCompress below knee,Lymphoedema Garments
21270003173,Haddenham EasyWrap extender 8cm x 10cm,Lymphoedema Garments
21270003175,Haddenham EasyWrap extender 16cm x 10cm,Lymphoedema Garments
21300001003,Siccaforte 0.2% eye gel,Eye Products
21300001014,HydraMed night Sensitive eye ointment preservative free,Eye Products
21320000120,Knoxzy 6% inhalation solution 4ml vials,Inhalation Solutions
22306153098,Silicone male external catheter wide 29mm,Incontinence Sheaths
22306153099,Silicone male external catheter wide 32mm,Incontinence Sheaths
22306153100,Silicone male external catheter wide 36mm,Incontinence Sheaths
23945909656,Ostoform Flowassist two piece ostomy system urostomy bag 60mm stone,Two Piece Ostomy Systems
23945909671,"SenSura Mio Click two piece ostomy system colostomy bag with filter, midi 50mm black",Two Piece Ostomy Systems
23945909674,"SenSura Mio Click two piece ostomy system colostomy bag with filter, maxi 50mm black",Two Piece Ostomy Systems
23945909679,"SenSura Mio Click two piece ostomy system ileostomy bag with filter, midi 50mm black",Two Piece Ostomy Systems
23945909682,"SenSura Mio Click two piece ostomy system ileostomy bag with filter, maxi 50mm black",Two Piece Ostomy Systems
23945909683,"SenSura Mio Click two piece ostomy system ileostomy bag with filter, maxi 60mm black",Two Piece Ostomy Systems
23945909684,"SenSura Mio Click two piece ostomy system ileostomy bag with filter, maxi 70mm black",Two Piece Ostomy Systems
