BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0205052AFAAABAB,Candesartan 16mg / Hydrochlorothiazide 12.5mg tablets,Candesartan cilexetil with diuretic
0913181R0BBAAAA,KetoMKD Bisk,Specialist food replacer 3:1 sweet biscuits (0913181)
0913205T0BBAAAA,PKU GoLike Bar 5 30g bars,Ready to serve 5g protein equivalent
