BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
1104020AEAAACAC,Ciclosporin 2% eye ointment,Ciclosporin (Eye Anti Inflammatory)
1104020AEAAADAD,Ciclosporin 2% eye drops preservative free,Ciclosporin (Eye Anti Inflammatory)
1202010Y0BCAAAA,Flomister 137micrograms/dose / 50micrograms/dose nasal spray,Fluticasone propionate/azelastine hydrochloride (Nasal)
1404000ATBGANBV,Comirnaty JN.1 COVID-19 mRNA Vacc 0.3ml dose inj pfs,Coronavirus vaccine
1404000L0BEADAF,Prevenar 20 vacc inj 0.5ml pre-filled syringes,Pneumococcal
1902070E0AAAAAA,Activated charcoal biscuits,Charcoal
20020201226,UrgoKOne multi-layer compression bandage (10cm) 18cm-25cm ankle circumference,Arm Sling/Bandages
20020201227,UrgoKOne multi-layer compression bandage (10cm) 25cm-32cm ankle circumference,Arm Sling/Bandages
20033000250,HydroTac transparent Comfort sheet 6.5cm x 10cm rectangular,Wound Management & Other Dressings
20033000498,Suprasorb Liquacel Pro dressing 5cm x 5cm square,Wound Management & Other Dressings
20033000510,DryMax Super dressing 5cm x 5cm square,Wound Management & Other Dressings
20033000516,6D Tape 5cm x 5m,Wound Management & Other Dressings
20033000515,6D Tape 5cm x 1m,Wound Management & Other Dressings
20033000514,6D Tape 5cm x 24cm,Wound Management & Other Dressings
20050300365,Shiley laryngectomy tube with low profile inner cannula 50mm length 6LGT,Tracheostomy & Laryngectomy Appliances
21012600220,LimbO limb protector adult full leg slim build,Other Appliances
21012600119,buddy limb protector hand and foot free 40cm top and 30cm lower apertures,Other Appliances
21020001609,CompactCath catheter male 8Ch-18Ch,Catheters
21020001613,LoFric Origo Sleeve catheter male flexible 12Ch-14Ch,Catheters
21130100014,Curion CuriFlush sodium chloride 0.9% catheter maintenance solution,Catheter Maintenance Products
21130100016,Curion CuriFlush Solutio R citric acid 6% catheter maintenance solution,Catheter Maintenance Products
21130100015,Curion CuriFlush Solutio G citric acid 3.23% catheter maintenance solution,Catheter Maintenance Products
21220000331,AactiMed Emulsifying ointment,Emollients
21270002988,Juzo Basic class 2 (23-32mmHg) tights open toe,Lymphoedema Garments
21270002994,Juzo Intenso class 3 (34-46mmHg) below knee closed toe with silicone top band,Lymphoedema Garments
21270002989,Juzo Basic class 2 (23-32mmHg) tights closed toe,Lymphoedema Garments
21270003040,Juzo Move custom fit class 2 (23-32mmHg) thigh length closed toe with silicone balance border,Lymphoedema Garments
21270003006,Juzo Intenso class 3 (34-46mmHg) below knee closed toe with silicone top band max,Lymphoedema Garments
21270003045,Juzo Move custom fit class 3 (34-46mmHg) thigh length open toe with silicone adhesive border,Lymphoedema Garments
21270003075,Biflex Self Adjust thigh,Lymphoedema Garments
21270003003,Juzo Intenso class 2 (23-32mmHg) below knee open toe with silicone top band max,Lymphoedema Garments
21270003025,Juzo Move custom fit class 1 (18-21mmHg) below knee closed toe,Lymphoedema Garments
21270003039,Juzo Move custom fit class 2 (23-32mmHg) thigh length open toe with silicone balance border,Lymphoedema Garments
21480000111,FreeStyle Libre 3 Plus Sensor,Detection Sensor Interstitial Fluid/Gluc
23355903746,Esteem Body soft convex colostomy bag large with window 7mm depth 50mm plateau 10mm-45mm,Colostomy Bags
23605906262,Esteem Body soft convex ileostomy bag standard 3.5mm depth 30mm plateau 10mm-25mm clear,Ileostomy Bags
23605906364,"Softima Active Soft Convex Roll'Up ileostomy bag with filter, maxi 15-35mm beige",Ileostomy Bags
23605906345,Option Primo hydrocolloid ileostomy bag with filter and window 35mm opaque,Ileostomy Bags
23605906251,NovaLife TRE soft convex ileostomy bag midi 25mm clear,Ileostomy Bags
23605906357,Option hydrocolloid low profile soft convex ileo bag + filter & window 40mm plateau 15-40mm opaque,Ileostomy Bags
23605906284,Esteem Body soft convex ileostomy bag large 3.5mm depth 30mm plateau 10mm-25mm clear,Ileostomy Bags
23605906344,Option Primo hydrocolloid ileostomy bag with filter and window 30mm opaque,Ileostomy Bags
23858588559,Eakin Freeseal Versa 18mm,Skin Protectors
23858588558,Eakin Freeseal Air 30mm,Skin Protectors
23945909658,SenSura Mio Flex two piece ostomy system soft convex baseplate 50mm 15-30mm,Two Piece Ostomy Systems
23945909657,SenSura Mio Flex two piece ostomy system soft convex baseplate 35mm 10-20mm,Two Piece Ostomy Systems
23965909812,Esteem Body soft convex urostomy bag standard 3.5mm depth 30mm plateau 10mm-25mm clear,Urostomy Bags
23965909733,"Confidence BE soft convex urostomy bag with cover on both sides, standard 32mm white",Urostomy Bags
