BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0906040G0BXAAAN,Fultium-D3 800unit capsules (Thornton & Ross),Colecalciferol
0906040N0CBAAFM,"Uvesterol D 1,500units/ml oral solution",Ergocalciferol
0913271B0BDAAAH,Glutafin gluten free fresh white rolls,Specialist food replacer rolls/baguettes (0913271)
0913445A0BEAAAE,L-Lysine powder,Pdr disc/non ACBS single L-amino acid supplement (0913445)
0913461F0BDABAC,Glutafin gluten free pasta long-cut spaghetti,Specialist food replacer OTC or disc pasta (0913461)
1304000Z0AACJCJ,Gramicidin/Neomycin/Nystatin/Triamcinolone acetonide oint,Triamcinolone acetonide
20030400136,Hydrocoll Classic dressing 8cm x 12cm concave,Wound Management & Other Dressings
20030900208,Askina DresSil Active dressing 10cm x 10cm,Wound Management & Other Dressings
20030900212,Askina DresSil Active Sacrum dressing 18cm x 20cm,Wound Management & Other Dressings
20030900278,Askina DresSil Active Heel dressing 23.5cm x 24.5cm,Wound Management & Other Dressings
21011300100,Ethiparat Dispos-A-Gloves non-sterile small/medium/large,Other Appliances
21011300322,Bloccs Waterproof Cast & Dressing Cover limb protector child medium arm,Other Appliances
21011300331,Bloccs Waterproof Cast & Dressing Cover limb protector child elbow/PICC extra small,Other Appliances
21230000124,Balance Activ Hervitality Menopause vaginal moisture 2g pessaries,Vaginal Moisturisers
21230000125,Balance Activ Hervitality Menopause vaginal moisturising gel,Vaginal Moisturisers
21300000914,Evolve Revive eye drops preservative free,Eye Products
