BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0105010B0BLAAAR,Zyduco XL 1200mg tablets,Mesalazine (Systemic)
0208020Y0AAAJAJ,Rivaroxaban 5mg/ml oral suspension sugar free,Rivaroxaban
0211000P0AAAJAJ,Tranexamic acid 1g/5ml oral solution,Tranexamic acid
0212000AAAAALAL,Rosuvastatin 10mg/5ml oral solution sugar free,Rosuvastatin calcium
0401010AEAAABAB,Eszopiclone 2mg tablets,Eszopiclone
0410020B0BBBHAZ,Nicorette Fruit 4mg lozenges,Nicotine
0501021H0BBADAC,Fortum 2g powder for solution for injection vials,Ceftazidime pentahydrate
0501130R0AABJBJ,Nitrofurantoin 16mg/5ml oral liquid,Nitrofurantoin
0601060D0FFAAA0,Neon GK+ Glucose testing strips,Glucose blood testing reagents
0601060W0BMAAA0,Neon GK+ Ketone testing strips,Ketone blood testing reagents
0604020T0BEAAAD,Roxadin 1000mg/4ml solution for injection vials,Testosterone undecanoate
0605010N0BHACAI,Meriofert PFS 900unit inj pre-filled syringes,Menotrophin
0702020AAAAAAAA,Secnidazole 2g granules sachets,Secnidazole
0704050Z0AAATAT,Sildenafil 75mg orodispersible films sugar free,Sildenafil (Erectile Dysfunction)
0704050Z0BJAAAR,Hezkue 12.5mg/dose oromucosal spray,Sildenafil (Erectile Dysfunction)
0802040BBBBABAB,Mayzent 2mg tablets,Siponimod
0802040Y0BBAGAG,Revlimid 20mg capsules,Lenalidomide
0901020D0BPABAH,SunVit-Pro Vitamin B12 1000microgram modified-release tab,Cyanocobalamin
0901020D0BQACAE,ActivB12 50microgram tablets,Cyanocobalamin
0906040N0CBAAFM,"Uvesterol D 1,500units/ml oral solution",Ergocalciferol
0913411A0AAAAAA,Generic Aymes Acusist Clear Instant Thickener powder,Powder disc or non ACBS thickener - gum based (0913411)
0913445A0BEAAAE,L-Lysine powder,Pdr disc/non ACBS single L-amino acid supplement (0913445)
0913461F0BDABAC,Glutafin gluten free pasta long-cut spaghetti,Specialist food replacer OTC or disc pasta (0913461)
0913531D0BBADAC,BioGaia Protectis chewable tablets lemon,Tablet OTC probiotic (0913531)
1104010X0AAACAC,Netilmicin 3mg/ml / Dexamethasone 1mg/ml eye drops,Netilmicin/Dexamethasone
1303000AABGAAAB,ActiDerm 1% cream,Menthol
1304000F0AAFNFN,Coal tar solution 6% in Betamethasone valerate 0.025% cream,Betamethasone valerate
1305030M0AAAAAA,Delgocitinib 20mg/g cream,Delgocitinib
1305030M0BBAAAA,Anzupgo 20mg/g cream,Delgocitinib
20030900446,Spirit Silicone Foam Border Lite dressing 7.5cm x 7.5cm,Wound Management & Other Dressings
20033000363,Emfilm Plus dressing 10cm x 15cm,Wound Management & Other Dressings
20033000380,Emfilm dressing 8cm x 10cm,Wound Management & Other Dressings
20033000488,Clarity Care Silicone Wound Contact Layer One Sided Adhesive dressing 10cm x 18cm,Wound Management & Other Dressings
20033000536,Suprasorb F Protect dressing 10cm x 12cm,Wound Management & Other Dressings
20033000546,ConvaFoam Border dressing 24cm x 21cm sacral,Wound Management & Other Dressings
20033000549,Zetuvit Plus Superabsorber dressing 20cm x 60cm,Wound Management & Other Dressings
20033000553,Xupad Plus dressing pad 10cm x 12cm,Wound Management & Other Dressings
20033000555,Xupad Plus dressing pad 20cm x 20cm,Wound Management & Other Dressings
20050300329,Shiley long cuffed paediatric tracheostomy tube 50mm length,Tracheostomy & Laryngectomy Appliances
20050600189,BLUselect tracheostomy tube uncuffed 75.5mm length,Tracheostomy & Laryngectomy Appliances
20150000023,Dermabond Mini skin adhesive,"Skin Adhesive, Sterile"
21012600227,Sealcuff Waterproof Cast & Bandage limb protector adult short arm,Other Appliances
21012600242,Apollo Pro-Shield Duo Safety Pen hypod ins ndls for pf / reusable pen injectors screw on 4mm/31gauge,Other Appliances
21012600243,Apollo Pro-Shield Duo Safety Pen hypod ins ndls for pf / reusable pen injectors screw on 5mm/30gauge,Other Appliances
21012600244,GreenFine lancets 0.36mm/28gauge,Other Appliances
21020001607,LentisCath catheter paediatric 6Ch-8Ch,Catheters
21020001611,CompactCath catheter male Tiemann tip 8Ch-18Ch,Catheters
21020001616,Ugo 100% silicone open ended catheter male 12Ch-18Ch,Catheters
21270002987,Juzo Basic class 2 (23-32mmHg) thigh length closed toe with silicone top band wide,Lymphoedema Garments
21270003046,Juzo Move custom fit class 3 (34-46mmHg) thigh length closed toe with silicone adhesive border,Lymphoedema Garments
21270003079,Juzo Expert Strong non-standard colour for lymphoedema garment upper extremities,Lymphoedema Garments
21270003106,Varisan Fashion class 1 (18-21mmHg) below knee open toe,Lymphoedema Garments
21270003110,Varisan Fashion class 2 (23-32mmHg) below knee open toe,Lymphoedema Garments
21280000186,Aquaflush 200 standard set,Anal Irrigation System
21280000187,Aquaflush 500X short cone set,Anal Irrigation System
21280000188,Aquaflush 500X standard set,Anal Irrigation System
21280000190,Aquaflush 500X SRC set,Anal Irrigation System
21300000990,Xailin Ectoine eye drops preservative free,Eye Products
21410000136,Debrisoft Duo pad 10cm x 10cm,Debridement Device
21410000137,Debrisoft Duo pad 13cm x 20cm,Debridement Device
22306153084,Livfria self adhesive sheath standard 28mm,Incontinence Sheaths
22306153085,Livfria self adhesive sheath standard 31mm,Incontinence Sheaths
22306153086,Livfria self adhesive sheath standard 35mm,Incontinence Sheaths
22606156021,Ugo 14 non-sterile drainable night drainage bag,Night Drainage Bags
22606156022,Ugo 15 sterile drainable night drainage bag,Night Drainage Bags
23301083250,Fulcionel ostomy/hernia support tube belt with hole cutting large 20cm white,Belts
23305951198,Abdominal and Umbilical hernia binder 685/3XL,Belts
23305951200,Dansac ostomy belt long black 150cm,Belts
23355903762,"NovaLife TRE 1 colostomy bag with viewing option, midi 15-55/70mm black",Colostomy Bags
23355903765,NovaLife TRE 1 soft convex colostomy bag midi 15-34mm black,Colostomy Bags
23355903769,NovaLife TRE 1 soft convex colostomy bag maxi 15-44mm black,Colostomy Bags
23355903770,NovaLife TRE 1 soft convex colostomy bag maxi 15-54mm black,Colostomy Bags
23603356243,"Option ileostomy bag with filter and soft touch closure, midi 60mm clear",Ileostomy Bags
23605906362,Option hydrocolloid low profile soft convex ileo bag + filter & window 47mm plateau 45mm opaque,Ileostomy Bags
23605906367,Option soft convex ileostomy bag with filter and soft touch closure 35mm plateau 15-34mm black,Ileostomy Bags
23605906369,Option Alginate low profile soft convex ileostomy bag with filter 28mm plateau 10-28mm black,Ileostomy Bags
23605906370,Option Alginate low profile soft convex ileostomy bag with filter 40mm plateau 15-40mm black,Ileostomy Bags
23605906373,Option hydrocolloid low profile soft convex ileo bag + filter & window 40mm plateau 15-40mm black,Ileostomy Bags
23605906375,Option Alginate soft convex ileostomy bag + filter & soft touch closure 25mm plateau 10-24mm black,Ileostomy Bags
23605906380,"NovaLife TRE 1 open convex ileostomy bag with viewing option, maxi 15-59mm black",Ileostomy Bags
23605906381,"NovaLife TRE 1 ileostomy bag with viewing option, midi 15-55/70mm black",Ileostomy Bags
23605906382,NovaLife TRE 1 soft convex ileostomy bag midi 15-24mm black,Ileostomy Bags
23605906383,NovaLife TRE 1 soft convex ileostomy bag midi 15-34mm black,Ileostomy Bags
23605906387,NovaLife TRE 1 soft convex ileostomy bag maxi 15-44mm black,Ileostomy Bags
23605906388,NovaLife TRE 1 soft convex ileostomy bag maxi 15-54mm black,Ileostomy Bags
23963249651,Nu-Hope deep convex urostomy bag standard 38mm,Urostomy Bags
