BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
1312000G0BCAABM,Axhidrox pump-pack 2.2mg/pump actuation cream,Glycopyrronium bromide
131500000BCAABZ,Opzelura 15mg/g cream,Other miscellaneous topical preparations
1404000L0BIAAAG,Capvaxive vacc inj 0.5ml pre-filled syringes,Pneumococcal
20033000412,Emfilm IV dressing 10cm x 14cm,Wound Management & Other Dressings
20033000607,Cutimed Sorbact Hydro dressing 20cm x 25cm rectangular,Wound Management & Other Dressings
20033000635,Suprasorb Liquacel Ag dressing 20cm x 30cm rectangular,Wound Management & Other Dressings
20033000639,Askina Carbosorb dressing 15cm x 15cm,Wound Management & Other Dressings
20033000643,Biatain Superabsorber dressing 15cm x 15cm square,Wound Management & Other Dressings
20050600213,BLUselect tracheostomy tube Soft-Seal cuff 73mm length,Tracheostomy & Laryngectomy Appliances
20050600294,Laryngotec Kombi Stoma Button Fix short (non-sterile) size 11,Tracheostomy & Laryngectomy Appliances
21012600321,"ProFem ring pessary size 3, 64mm diameter, silicone with support",Other Appliances
21012600333,Microdot Triple Safety Pen hypod ins needles for pf / reusable pen injectors screw on 5mm/30gauge,Other Appliances
21012600343,ALLY lancets 0.31mm/30gauge,Other Appliances
21012600344,Microdot Covered Safety Pen hypod insulin needles for pf / reusable pen injectors screw 4mm/31gauge,Other Appliances
21012600345,Microdot Covered Safety Pen hypod insulin needles for pf / reusable pen injectors screw 5mm/30gauge,Other Appliances
21020001630,CareTip Compact hydrophilic catheter female 8Ch-18Ch,Catheters
21020001631,CareTip Compact hydrophilic catheter male Tiemann tip 12Ch-18Ch,Catheters
21020001637,SensaCath Flex Compact catheter standard 10Ch-18Ch,Catheters
21220000342,Aqueous cream (Zuche Pharmaceuticals Ltd),Emollients
21270003033,Juzo Move custom fit class 2 (23-32mmHg) below knee open toe,Lymphoedema Garments
21270003147,Haddenham Pertex Light custom fit shoulder cap for lymphoedema garment upper extremities,Lymphoedema Garments
21270003163,Haddenham Pertex Light custom fit partial lining for lymphoedema garment lower extremities,Lymphoedema Garments
21270003172,Solidea Be You Tonic Pro (15-21mmHg) leggings,Lymphoedema Garments
21270003174,Haddenham EasyWrap extender 12cm x 10cm,Lymphoedema Garments
21290000152,Procare IMPAX diabetic shoe insole medium,Pressure Offloading Device
21300001005,AquaNocte 0.4% eye ointment,Eye Products
21300001006,AquaVista Carmellose 0.5% eye drops preservative free,Eye Products
21300001007,AquaVista Carmellose 1% eye drops preservative free,Eye Products
21300001008,AquaVista Hypromellose 0.3% eye drops preservative free,Eye Products
21300001009,AquaVista Sodium Chloride 5% eye drops preservative free,Eye Products
21300001010,AquaVista Sodium Hyaluronate 0.4% eye drops preservative free,Eye Products
21300001012,OnEye HA 0.15% eye drops preservative free,Eye Products
22306153093,Silicone male external catheter pop on 29mm,Incontinence Sheaths
23605906260,NovaLife TRE soft convex ileostomy bag maxi 45mm clear,Ileostomy Bags
23605906393,NovaLife TRE high output ileostomy bag 15-70mm/90mm opaque,Ileostomy Bags
23605906397,NovaLife TRE soft convex high output ileostomy bag 15-54mm opaque,Ileostomy Bags
23806558020,MANUKAderm skin protectant cream,Skin Fillers And Protectives
23858588556,Ostoform Crest,Skin Protectors
23945909651,Ostoform Flowassist two piece ostomy system colostomy bag 60mm stone,Two Piece Ostomy Systems
23945909667,Ostoform Flowassist two piece ostomy system convex baseplate 19-25mm,Two Piece Ostomy Systems
