BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0408010C0BBADAP,Tegretol 100mg/5ml liquid (Novartis),Carbamazepine
0906040G0CIAIDW,"E-D3 2,200unit capsules",Colecalciferol
0913011M0BBAAAH,Aymes Actagain Juce Starter Pack liquid,Ready to serve 1.5 kcal/ml juice style (0913011)
0913011M0BBABAE,Aymes Actagain Juce liquid (5 flavours),Ready to serve 1.5 kcal/ml juice style (0913011)
20031700316,UrgoStart plus Absorb dressing 6cm x 6cm square,Wound Management & Other Dressings
20031700317,UrgoStart plus Absorb dressing 10cm x 10cm square,Wound Management & Other Dressings
20031700318,UrgoStart plus Absorb dressing 15cm x 20cm rectangular,Wound Management & Other Dressings
21020001155,VaPro No Touch catheter male 8Ch-16Ch,Catheters
21020001156,VaPro No Touch catheter female 8Ch-14Ch,Catheters
21020001497,VaPro F-Style No Touch catheter male 8Ch-16Ch,Catheters
23601006350,"SenSura Mio ileostomy bag with filter, mini 10-45mm neutral grey",Ileostomy Bags
23601006351,"SenSura Mio ileostomy bag with filter, midi 10-45mm neutral grey",Ileostomy Bags
23601006352,"SenSura Mio ileostomy bag with filter, midi 25mm neutral grey",Ileostomy Bags
23601006353,"SenSura Mio ileostomy bag with filter, midi 30mm neutral grey",Ileostomy Bags
23601006354,"SenSura Mio ileostomy bag with filter, midi 35mm neutral grey",Ileostomy Bags
23601006355,"SenSura Mio ileostomy bag with filter, maxi 10-55mm neutral grey",Ileostomy Bags
23601006356,"SenSura Mio ileostomy bag with filter, maxi 30mm neutral grey",Ileostomy Bags
23601006357,"SenSura Mio ileostomy bag with filter, maxi 35mm neutral grey",Ileostomy Bags
23601006358,"SenSura Mio ileostomy bag with filter, maxi 40mm neutral grey",Ileostomy Bags
23601006360,"SenSura Mio soft convex ileostomy bag with filter, midi 15-33mm neutral grey",Ileostomy Bags
23601006361,"SenSura Mio soft convex ileostomy bag with filter, maxi 15-33mm neutral grey",Ileostomy Bags
23601006362,"SenSura Mio soft convex ileostomy bag with filter, maxi 10-50mm neutral grey",Ileostomy Bags
23601006363,"SenSura Mio soft convex ileostomy bag with filter, maxi 25mm neutral grey",Ileostomy Bags
23601006364,"SenSura Mio soft convex ileostomy bag with filter, maxi 28mm neutral grey",Ileostomy Bags
23601006365,"SenSura Mio soft convex ileostomy bag with filter, maxi 31mm neutral grey",Ileostomy Bags
23601006366,"SenSura Mio soft convex ileostomy bag with filter, maxi 35mm neutral grey",Ileostomy Bags
23601006367,"SenSura Mio light convex ileostomy bag with filter, midi 10-23mm neutral grey",Ileostomy Bags
23601006368,"SenSura Mio light convex ileostomy bag with filter, midi 15-33mm neutral grey",Ileostomy Bags
23601006369,"SenSura Mio light convex ileostomy bag with filter, midi 31-43mm neutral grey",Ileostomy Bags
23601006370,"SenSura Mio light convex ileostomy bag with filter, maxi 10-23mm neutral grey",Ileostomy Bags
23601006371,"SenSura Mio light convex ileostomy bag with filter, maxi 15-33mm neutral grey",Ileostomy Bags
23601006372,"SenSura Mio light convex ileostomy bag with filter, maxi 31-43mm neutral grey",Ileostomy Bags
23601006373,"SenSura Mio light convex ileostomy bag with filter, maxi 25mm neutral grey",Ileostomy Bags
23601006374,"SenSura Mio light convex ileostomy bag with filter, maxi 28mm neutral grey",Ileostomy Bags
23601006375,"SenSura Mio deep convex ileostomy bag with filter, midi 10-23mm neutral grey",Ileostomy Bags
23601006376,"SenSura Mio deep convex ileostomy bag with filter, midi 15-33mm neutral grey",Ileostomy Bags
23601006377,"SenSura Mio deep convex ileostomy bag with filter, midi 31-43mm neutral grey",Ileostomy Bags
23601006378,"SenSura Mio deep convex ileostomy bag with filter, maxi 10-23mm neutral grey",Ileostomy Bags
23601006379,"SenSura Mio deep convex ileostomy bag with filter, maxi 15-33mm neutral grey",Ileostomy Bags
23601006380,"SenSura Mio deep convex ileostomy bag with filter, maxi 31-43mm neutral grey",Ileostomy Bags
23601006381,"SenSura Mio deep convex ileostomy bag with filter, maxi 25mm neutral grey",Ileostomy Bags
23601006382,"SenSura Mio deep convex ileostomy bag with filter, maxi 28mm neutral grey",Ileostomy Bags
23601006383,"SenSura Mio soft convex high output ileostomy bag with filter, extra large 10-50mm neutral grey",Ileostomy Bags
23601006385,"SenSura Mio light convex high output ileostomy bag with filter, extra large 10-43mm neutral grey",Ileostomy Bags
23601006387,"SenSura Mio high output ileostomy bag with filter, extra large 10-70mm neutral grey",Ileostomy Bags
23601006388,"SenSura Mio high output ileostomy bag with filter, extra large 10-100mm neutral grey",Ileostomy Bags
23601006405,"SenSura Mio light convex ileostomy bag with filter, maxi neutral grey",Ileostomy Bags
23601006406,"SenSura Mio deep convex ileostomy bag with filter, maxi 10-43mm neutral grey",Ileostomy Bags
23605906180,"SenSura Mio ileostomy bag with filter, maxi XL 10-70mm neutral grey",Ileostomy Bags
23605906181,"SenSura Mio ileostomy bag with filter, maxi XXL 10-100mm neutral grey",Ileostomy Bags
