BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0605010AHBBABAB,Sogroya 15mg/1.5ml solution for injection pre-filled pens,Somapacitan
0802040BFAAAAAA,Ozanimod 920microgram capsules,Ozanimod
1404000AZAAABAB,MMRV vacc (live) solution for inj 0.5ml pfs,"Measles, mumps, rubella and varicella vaccine"
