BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0206010K0CWAABD,Zevona XL 30mg tablets,Isosorbide mononitrate
0208020X0BBAGAG,Pradaxa 50mg granules sachets,Dabigatran etexilate
0211000P0AABGBG,Tranexamic acid 1g granules sachets,Tranexamic acid
0304030C0AABHBH,Adrenaline (base) 2mg/100microlitres nasal spray unit dose,Adrenaline
0310000N0BUAAAF,Meltus Decongestant 30mg/5ml oral solution,Pseudoephedrine hydrochloride
0401010ADBIAABK,Mellozzan 2mg tablets,Melatonin
0402020ADAAAEAE,Aripiprazole 300mg pdr and solvent for prolonged-rel inj,Aripiprazole
0403030X0BCACAI,Enalto 15mg orodispersible tablets,Escitalopram
0404000M0AABDBD,Methylphenidate 20mg MR chew tab sugar free,Methylphenidate hydrochloride
0404000M0AABEBE,Methylphenidate 30mg MR chew tab sugar free,Methylphenidate hydrochloride
0404000M0BQACAT,Atenza XL 27mg tablets,Methylphenidate hydrochloride
0404000V0AAAFAF,Guanfacine 6mg modified-release tablets\t,Guanfacine
0404000V0AAAGAG,Guanfacine 7mg modified-release tablets,Guanfacine
0408010X0AABNBN,Vigabatrin 100mg/ml oral solution sugar free,Vigabatrin
0410020B0BCASBW,Nicotinell Rapid Relief 1mg/dose oromucosal spray,Nicotine
0410020E0BBAAAA,Belnifrem 1.5mg tablets,Cytisinicline
0604012S0AACFCF,Progesterone 25mg/1.112ml inj pre-filled syringes,Progesterone
0605010AHBBABAB,Sogroya 15mg/1.5ml solution for injection pre-filled pens,Somapacitan
0802040BFAAAAAA,Ozanimod 920microgram capsules,Ozanimod
090504700BCAABC,Selenase 200 XXL tablets,Other selenium preparations
0906026M0AABPBP,Thiamine 250mg/2ml solution for injection ampoules,Thiamine hydrochloride
0906040G0DPANET,ColeKal-D3 400units/ml oral drops,Colecalciferol
0906040G0EJARET,Aactive D3 400units/ml oal drops,Colecalciferol
0906040G0EZAFFQ,"AaCa D3 Max 2.5g/1,000unit chewable tablets",Colecalciferol
091000000BBUQBT,Viteyes Original Formula Plus Lutein capsules,Other compound vitamin/mineral formulation preparations
091200000BFTXA0,HealthAid Osteoflex Plus modified-release tablets,Other health supplement preparations
0913011C0BDAHAJ,EnergieShake Powder oral powder 57g sachets apple,Powder 1.6 kcal/ml milkshake (0913011)
0913011C0BDAIAJ,EnergieShake Powder oral powder 57g sachets orange,Powder 1.6 kcal/ml milkshake (0913011)
0913101A0AAABAB,Generic SMA Althera powder,Powder extensively hydrolysed formula (0913101)
0913461E0BDACAE,Genius gluten free brown bread unsliced,Specialist food replacer OTC or disc bread (0913461)
1001030S0BHAEAF,Yuflyma 20mg/0.2ml inj pre-filled syringes,Adalimumab
1003020AFBDAAAB,Care Pain Relief 2.32% gel,Diclofenac diethyl
130202000BBBBBA,Metanium Everyday Barrier ointment,Other barrier preparations
1315000G0BLABBL,Pigmanorm cream,Depigmenting agents
1404000AZAAABAB,MMRV vacc (live) solution for inj 0.5ml pfs,"Measles, mumps, rubella and varicella vaccine"
1404000H0AAASAS,Trivalent influenza vacc (live attenuated) nsl susp 0.2ml ud,Influenza
1405010A0AACVCV,Normal immunoglobulin human 1g/6.25ml inj vials,Normal immunoglobulin (Gamma globulin)
20020201228,Profore latex free multi-layer compression bandage kit above 30cm ankle circumference,Arm Sling/Bandages
20030900305,GentilFoam Border dressing 15cm x 20cm,Wound Management & Other Dressings
20033000012,FarlaFIBRE dressing 5cm x 5cm square,Wound Management & Other Dressings
20033000545,ConvaFoam Border dressing 20cm x 16.5cm sacral,Wound Management & Other Dressings
20033000580,EmSorb Max Backed dressing 20cm x 40cm,Wound Management & Other Dressings
20050600317,Provox Life LaryButton 8mm length 14mm,Tracheostomy & Laryngectomy Appliances
20050600319,Provox Life LaryButton 8mm length 18mm,Tracheostomy & Laryngectomy Appliances
20050600322,Provox Life LaryButton 18mm length 16mm,Tracheostomy & Laryngectomy Appliances
20050600323,Provox Life LaryButton 18mm length 18mm,Tracheostomy & Laryngectomy Appliances
21011300156,buddy limb protector amputee above joint aperture size 50mm,Other Appliances
21012600229,Sealcuff Waterproof Cast & Bandage limb protector adult long arm,Other Appliances
21012600261,UroShield Kit,Other Appliances
21020001618,ReadyCath Flex hydrophilic catheter male 10Ch-16Ch,Catheters
21160000137,Hydrocyn aqua irrigation solution 250ml bottles,Irrigation Solutions
21270003082,Juzo Inspiration non-standard colour for lymphoedema garment lower extremities,Lymphoedema Garments
21270003118,Varisan Top class 2 (23-32mmHg) thigh length closed toe plus,Lymphoedema Garments
21270003121,Varisan Top class 2 (23-32mmHg) below knee closed toe,Lymphoedema Garments
21270003125,Haddenham Stride class 2 (23-32mmHg) below knee closed toe short foot,Lymphoedema Garments
21270003129,Haddenham Stride class 1 (18-21mmHg) below knee closed toe short foot,Lymphoedema Garments
21270003137,Jobst FarrowWrap (30-40mmHg) classic made to measure thighpiece,Lymphoedema Garments
21270003141,Jobst Relief (15-20mmHg) below knee closed toe full calf,Lymphoedema Garments
21270003142,Jobst Relief (15-20mmHg) below knee open toe full calf,Lymphoedema Garments
21270003143,Varisan Fashion For Man class 2 (23-32mmHg) below knee closed toe,Lymphoedema Garments
21270003154,Jobst FarrowWrap (30-40mmHg) made to measure classic legpiece,Lymphoedema Garments
21270003155,duomed soft 2easy class 2 (18-24mmHg) thigh length closed toe with grip top,Lymphoedema Garments
21330000114,Asept 1000ml high vacuum drainage kit,Indwelling Pleural Cath Drain System
21410000139,Mepi Debripad pad 11cm x 18cm oval,Debridement Device
22506155032,"SpiritCare sterile leg bag with lever tap and leg straps 350ml bag, short tube",Leg Bags
22853958519,ProFem incontinence dish with support knob vaginal insert for female stress incontinence size 2,Insert For Female Stress Incont
23056500505,StoCare Extend hydrocolloid flange extender,Adhesive Discs/Rings/Pads/Plasters
23305951206,Silvy high waist pants large 90,Belts
23355903775,"SenSura Mio deep convex colostomy bag with filter, maxi 15-33mm black",Colostomy Bags
23355903779,"SenSura Mio light convex colostomy bag with filter, maxi 10-23mm black",Colostomy Bags
23355903780,"SenSura Mio light convex colostomy bag with filter, maxi 10-43mm black",Colostomy Bags
23355903786,"SenSura Mio colostomy bag with filter, midi 15-45mm black",Colostomy Bags
23355903793,"SenSura Mio soft convex colostomy bag with filter, maxi 10-50mm black",Colostomy Bags
23355903795,"SenSura Mio soft convex colostomy bag with filter, maxi 28mm black",Colostomy Bags
23603056145,UltraMax ileostomy bag 25mm opaque,Ileostomy Bags
23605906359,Option hydrocolloid low profile soft convex ileo bag + filter & window 40mm plateau 35mm opaque,Ileostomy Bags
23605906386,NovaLife TRE 1 soft convex ileostomy bag midi 35mm black,Ileostomy Bags
23752407510,Ostomy wire pressure frame with hook and lug 44mm,Pressure Plates/Shields
23963059630,UltraLite urostomy bag 76mm,Urostomy Bags
