BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
21012600241,Sealcuff Waterproof Cast & Bandage limb protector kids large leg,Other Appliances
21012600246,TRUEplus 5-Bevel Pen hypod insulin needles for pf / reusable pen injectors screw on 5mm/31gauge,Other Appliances
21012600249,Apollo Sensitive Pen hypod insulin needles for pf / reusable pen injectors screw on 4mm/33gauge,Other Appliances
21120000167,Mini-Wright with windmill trainer peak flow meter low range,Peak Flow Meters
21270002980,Juzo Basic class 1 (18-21mmHg) tights open toe,Lymphoedema Garments
21270003047,Juzo Move custom fit class 3 (34-46mmHg) thigh length open toe with silicone balance border,Lymphoedema Garments
21270003059,Eurostar 2 Sense ball stub (diagonal foot) for lymphoedema garment,Lymphoedema Garments
21270003074,Biflex Self Adjust knee,Lymphoedema Garments
21270003109,Varisan Fashion class 2 (23-32mmHg) below knee closed toe,Lymphoedema Garments
21270003119,Varisan Top class 2 (23-32mmHg) thigh length open toe,Lymphoedema Garments
21270003126,Haddenham Stride class 2 (23-32mmHg) below knee closed toe regular foot,Lymphoedema Garments
21270003127,Haddenham Stride class 2 (23-32mmHg) below knee closed toe long foot,Lymphoedema Garments
21280000189,Aquaflush 200X standard set,Anal Irrigation System
21280000191,Peristeen Light anal irrigation system with extension tube,Anal Irrigation System
21300000989,EyeGel Plus 5% eye gel,Eye Products
21300000992,Eyeaze Lyte 0.3% eye drops preservative free,Eye Products
21480000113,GlucoMen iCan Sensor,Detection Sensor Interstitial Fluid/Gluc
22306153058,Discreet sheath regular 41mm,Incontinence Sheaths
23300263547,Suportx female high waist lace ostomy girdle with hole and velcro gusset XX large white,Belts
23301083245,Fulcionel ostomy/hernia support tube belt with hole cutting extra large 20cm black,Belts
23305951199,Dansac ostomy belt long black 100cm,Belts
23355903766,NovaLife TRE 1 soft convex colostomy bag midi 25mm black,Colostomy Bags
23355903767,NovaLife TRE 1 soft convex colostomy bag midi 30mm black,Colostomy Bags
23355903768,NovaLife TRE 1 soft convex colostomy bag midi 35mm black,Colostomy Bags
23605906267,Esteem Body soft convex ileostomy bag standard 3.5mm depth 40mm plateau 35mm stoma clear,Ileostomy Bags
23605906339,Option Alginate low profile soft convex ileostomy bag with filter 47mm plateau 40mm opaque,Ileostomy Bags
23605906346,Option Primo hydrocolloid ileostomy bag with filter and window 40mm opaque,Ileostomy Bags
23605906374,Option hydrocolloid low profile soft convex ileo bag + filter & window 47mm plateau 15-47mm black,Ileostomy Bags
23605906378,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 15-37mm black",Ileostomy Bags
23605906379,"NovaLife TRE 1 open convex ileostomy bag with viewing option, midi 15-46mm black",Ileostomy Bags
23605906384,NovaLife TRE 1 soft convex ileostomy bag midi 25mm black,Ileostomy Bags
23963059716,UltraMax urostomy bag 32mm,Urostomy Bags
