BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0103050P0AABYBY,Omeprazole 20mg/15ml oral solution unit dose sugar free,Omeprazole
0104020L0AAATAT,Loperamide 2mg oral lyophilisates sugar free,Loperamide hydrochloride
0104020L0AAASAS,Loperamide 15mg/5ml oral solution,Loperamide hydrochloride
0106010E0BQAAAD,AAA Ispaghula husk 3.5g efferv gran sach GF SF,Ispaghula husk
0205010V0BBAAAC,Ventavis 10micrograms/ml nebuliser solution 1ml ampoules,Iloprost
0208020X0AAAHAH,Dabigatran etexilate 110mg granules sachets sugar free,Dabigatran etexilate
0304020Y0AAABAB,Mepolizumab 100mg/1ml inj pre-filled syringes,Mepolizumab
0404000U0BBAGAB,Vyvanse 30mg capsules (Imported),Lisdexamfetamine dimesylate
0404000M0AABCBC,Methylphenidate 2mg/ml oral solution sugar free,Methylphenidate hydrochloride
0404000M0BNAEBA,Meflynate XL 60mg capsules,Methylphenidate hydrochloride
0407010U0BFABAC,Boots Paracetamol Extra soluble tablets,Paracetamol and caffeine
0407020A0AACDCD,Fentanyl 400microgram sublingual tablets,Fentanyl
0408010A0AAAWAW,Levetiracetam 500mg gran for soln sachets sugar free,Levetiracetam
0410020E0AAAAAA,Cytisinicline 1.5mg tablets,Cytisinicline
0410020B0BDAWAY,NiQuitin Minis Mint 2mg lozenges,Nicotine
0411000E0BLABAG,Zeyzelf 9.5mg/24hours twice weekly transdermal patches,Rivastigmine
0501090H0AABIBI,Ethambutol 700mg/5ml oral suspension,Ethambutol hydrochloride
0601022B0BUABAV,Rudimet 1000mg Prolonged Release tablets,Metformin hydrochloride
0601023AZBBAHAH,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide
0601023AZAAAHAH,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide
0601023AZBBAGAG,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide
0601023AZAAAGAG,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide
0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide
0601040I0BIAAAH,TRUEplus oral gel,Glucose
0605010D0BGAAAJ,"Zivafert PFS 5,000unit inj pre-filled syringes",Chorionic gonadotrophin
0605010D0AAAJAJ,"Chorionic gonadotrophin 5,000unit inj pre-filled syringes",Chorionic gonadotrophin
