BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0702020F0BBASAL,Canesten Thrush Combi Internal 10% & External 2% creams,Clotrimazole
0702020F0BBATAK,Canesten Thrush Combi 500mg Soft Gel pess & External 2% crm,Clotrimazole
0704050R0BEAAAA,Cialis Together 10mg tablets,Tadalafil
0704050Z0BIAAAA,Zamantos 50mg tablets,Sildenafil (Erectile Dysfunction)
0901020D0BPAAAE,SunVit-Pro Vitamin B12 50microgram tablets,Cyanocobalamin
090504100BBISBB,G & G Zinc citrate 50mg capsules,Other zinc preparations
0906040G0EQABAN,Actium D3 800unit capsules,Colecalciferol
090607000BBMCBM,Life On Pregnancy Care Mama-Life Multivitamin capsules,Other multivitamin preparations
0913011W0BCABAD,Fresubin Pro Compact drink (3 flavours),"RtS 2.4 kcal/ml m/sk lower volume, higher protein (0913011)"
0913011J0AAABAB,Generic Fresubin 2kcal Creme dessert,RtS 1.4 - 2 kcal/ml dessert style (milk based) (0913011)
0913191A0AAABAB,Fructose powder,Powder carbohydrate supplement (0913191)
0913261I0AAABAB,Generic Promin low protein sausage mix 30g sachets,Specialist food replacer meat/fish (0913261)
0913271C0AAAPAP,Generic Juvela gluten free mix,Specialist food replacer flour type mixes (0913271)
0913461H0BDAAAF,Glutafin Select gluten free part baked long fibre rolls,Specialist food replacer OTC/disc rolls/baguettes (0913461)
0913631B0BBABAA,Forticare liquid orange & lemon,Ready to serve 1.6 kcal/ml milkshake lower volume (0913631)
0913631A0BBAAAA,ProSure liquid,Ready to serve 1.3 - 1.5 kcal/ml milkshake (0913631)
1001030T0BEAAAA,Flixabi 100mg pdr for concentrate for inf vials,Infliximab
1003020AFBCABAB,Motusol Max 2.32% gel,Diclofenac diethyl
1202010W0BCAAAA,Coryen 27.5micrograms/dose nasal spray,Fluticasone furoate
20020201225,Emwrap bandage 10cm x 6m,Arm Sling/Bandages
20033000434,Rocialle Universal Aseptic Pack with gloves,Wound Management & Other Dressings
20033000147,NEXA dressing 125mmHg small,Wound Management & Other Dressings
20033000345,Empore dressing 8cm x 10cm,Wound Management & Other Dressings
20033000347,Empore dressing 10cm x 20cm,Wound Management & Other Dressings
20033000417,Hydraseal dressing 10cm x 20cm rectangular,Wound Management & Other Dressings
20033000435,Kendall AMD Antimicrobial foam dressing 2.5cm (4mm hole) (fenestrated) disc,Wound Management & Other Dressings
20033000346,Empore dressing 10cm x 15cm,Wound Management & Other Dressings
20033000432,EmDress sterile dressing pack with gloves,Wound Management & Other Dressings
20050300513,Duratwix Uni-Vario Lingo tracheostomy tube with two inner cannulas standard 82mm length 6mm,Tracheostomy & Laryngectomy Appliances
20050600262,Shiley uncuffed tracheostomy tube with disposable inner cannula 77mm length,Tracheostomy & Laryngectomy Appliances
20090001213,Skinnies WEB stockinette waist tube 5-11 years,Stockinette
20100000756,EmFix tape 2.5cm,Surgical Adhesive Tape
20100000760,Empore tape 1.25cm,Surgical Adhesive Tape
20110000487,Vicryl Plus suture 2gauge 70cm length with 22mm curved non cutting needle,Surgical Sutures
21012600198,Apollo Pro-Shield Safety Pen hypod ins needles for pf / reusable pen injectors screw on 4mm/31gauge,Other Appliances
21012600186,geko device,Other Appliances
21270002953,Sigvaris Style Patterns (15-20mmHg) tights closed toe,Lymphoedema Garments
21300000978,Hylo Dual Intense eye drops preservative free,Eye Products
21300000976,DROPtonic 5% eye drops preservative free,Eye Products
22506155031,"Livfria sterile leg bag semi-transparent 500ml bag, regular, long tube",Leg Bags
22506155030,"Livfria sterile leg bag semi-transparent 500ml bag, regular, short tube",Leg Bags
22606156020,Livfria sterile drainable night drainage bag extra large with gloves,Night Drainage Bags
22806208018,Drainage bag connecting tube with three way stopcock 30cm,Tubing And Accessories
23056500504,CeraPlus barrier extender,Adhesive Discs/Rings/Pads/Plasters
23305951180,Cuiwear female hernia support cami extra large/XX large white,Belts
23305951176,Cuiwear female hernia support cami large/extra large black,Belts
23305951175,Cuiwear female hernia support cami small/medium black,Belts
23305951186,Cuiwear male hernia support vest extra large/XX large white,Belts
23305951179,Cuiwear female hernia support cami large/extra large white,Belts
23305951183,Cuiwear male hernia support vest extra large/XX large black,Belts
23353353744,"Option Alginate colostomy bag with filter, standard 55mm",Colostomy Bags
23355903726,"Moderma Flex convex colostomy bag with filter and CeraPlus skin barrier, maxi 15-51mm beige",Colostomy Bags
23456004502,Esenta lubricating deodorant,Deodorants
23552405518,St Mark's ostomy flange 25mm x 13mm x 51mm blue & brown,Flanges
23605906244,"Moderma Flex convex ileo bag+fltr, CeraPlus s/barr, diamond/barr & Lock'n'Roll, maxi 15-51mm beige",Ileostomy Bags
23605906247,"Moderma Flex convex ileo bag+fltr, CeraPlus s/barr, diamond/barr & Lock'n'Roll, midi 15-38mm beige",Ileostomy Bags
