BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0410020E0AAAAAA,Cytisinicline 1.5mg tablets,Cytisinicline
0913191A0AAABAB,Fructose powder,Powder carbohydrate supplement (0913191)
0913631A0BBAAAA,ProSure liquid,Ready to serve 1.3 - 1.5 kcal/ml milkshake (0913631)
