BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
1311020L0CJAAAL,Prevase chlorhexidine gluconate 0.5% cutaneous solution,Chlorhexidine gluconate
1404000AWAAABAB,"Respiratory Syncytial Virus (RSV) vacc (bivalent, rcmb) inj",Respiratory Syncytial Virus (RSV)
1404000H0BWABAQ,Quadrivalent Flu/Vac/Split High-Dose inj 0.7ml pfs,Influenza
1404000F0AABDBD,"DTaP vacc (ads, reduced antigen content) inj 0.5ml inj pfs",Diphtheria
20030200230,Farmactive Alginato dressing 10cm x 10cm,Wound Management & Other Dressings
20033000307,Moderex Hydro-cool Non-Adhesive sheet 10cm x 10cm square,Wound Management & Other Dressings
20033000466,Clarity Care Silicone Foam Border Lite dressing 7.5cm x 7.5cm,Wound Management & Other Dressings
20033000469,MaxioCel dressing 20cm x 30cm rectangular,Wound Management & Other Dressings
20033000475,Clarity Care Silicone Postoperative dressing 10cm x 20cm,Wound Management & Other Dressings
20033000501,Suprasorb Liquacel Pro dressing 2cm x 45cm rope,Wound Management & Other Dressings
20033000499,Suprasorb Liquacel Pro dressing 10cm x 10cm square,Wound Management & Other Dressings
20033000476,Clarity Care Silicone Postoperative dressing 10cm x 25cm,Wound Management & Other Dressings
20033000505,Suprasorb Liquacel Ag dressing 10cm x 10cm square,Wound Management & Other Dressings
20033000464,Clarity Care Silicone Foam Border Lite dressing 5cm x 5cm,Wound Management & Other Dressings
20050600236,BLUselect tracheostomy tube inner cannula 73mm length,Tracheostomy & Laryngectomy Appliances
20050600237,BLUselect tracheostomy tube inner cannula 75.5mm length,Tracheostomy & Laryngectomy Appliances
20050600214,BLUselect tracheostomy tube Soft-Seal cuff 75.5mm length,Tracheostomy & Laryngectomy Appliances
20050600235,BLUselect tracheostomy tube inner cannula 70mm length,Tracheostomy & Laryngectomy Appliances
21012600121,buddy limb protector hand and foot free 70cm top and 50cm lower apertures,Other Appliances
21012600207,Glucoject lancets Extra 0.2mm/33gauge,Other Appliances
21020001322,Hi-Slip Kit hydrophilic catheter paediatric 6Ch-10Ch 20cm,Catheters
21020001588,Cure Ultra catheter male 8Ch-18Ch,Catheters
21220000329,Linovera oil,Emollients
21270002970,Juzo Compression Wrap arm,Lymphoedema Garments
21270002961,Mobiderm mitten,Lymphoedema Garments
23300000025,Suportx shield ostomy belt with Easy Peel fastening XX large 15cm right shield skin,Belts
23300000024,Suportx shield ostomy belt with Easy Peel fastening extra large 15cm right shield skin,Belts
23355903752,Esteem Body soft convex colostomy bag standard with window 3.5mm depth 40mm plateau 10mm-35mm,Colostomy Bags
23355903755,Esteem Body soft convex colostomy bag standard with window 7mm depth 30mm plateau 10mm-25mm,Colostomy Bags
23355903748,Esteem Body soft convex colostomy bag large with window 7mm depth 30mm plateau 10mm-25mm,Colostomy Bags
23355903756,Esteem Body soft convex colostomy bag standard with window 7mm depth 40mm plateau 10mm-35mm,Colostomy Bags
23355903753,Esteem Body soft convex colostomy bag standard with window 3.5mm depth 50mm plateau 10mm-45mm,Colostomy Bags
23605906321,"SenSura Mio light convex ileostomy bag with filter, maxi 15-33mm black",Ileostomy Bags
23605906274,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 50mm plateau 10mm-45mm,Ileostomy Bags
23605906282,Esteem Body soft convex ileostomy bag standard with window 7mm depth 50mm plateau 10mm-45mm,Ileostomy Bags
23605906318,"SenSura Mio light convex ileostomy bag with filter, midi 15-33mm black",Ileostomy Bags
23605906296,Esteem Body soft convex ileostomy bag large with window 3.5mm depth 40mm plateau 25mm stoma,Ileostomy Bags
23605906248,"Moderma Flex soft convex ileo bag+fltr,CeraPlus s/barr,diamond/barr, Lock'n'Roll, maxi 35mm beige",Ileostomy Bags
23605906314,"SenSura Mio deep convex ileostomy bag with filter, maxi 31-43mm black",Ileostomy Bags
23605906311,"SenSura Mio deep convex ileostomy bag with filter, maxi 10-23mm black",Ileostomy Bags
23605906293,Esteem Body soft convex ileostomy bag large with window 3.5mm depth 40mm plateau 10mm-35mm,Ileostomy Bags
23605906310,"SenSura Mio deep convex ileostomy bag with filter, midi 15-33mm black",Ileostomy Bags
23605906312,"SenSura Mio deep convex ileostomy bag with filter, maxi 10-43mm black",Ileostomy Bags
23605906351,Option hydrocolloid low profile soft convex ileostomy bag with filter 40mm plateau 15-40mm clear,Ileostomy Bags
23605906301,Esteem Body soft convex ileostomy bag large with window 7mm depth 50mm plateau 10mm-45mm,Ileostomy Bags
23605906283,Esteem Body soft convex ileostomy bag standard with window 7mm depth 60mm plateau 10mm-55mm,Ileostomy Bags
23605906338,Option Alginate low profile soft convex ileostomy bag with filter 47mm plateau 15-47mm opaque,Ileostomy Bags
23605906315,"SenSura Mio deep convex ileostomy bag with filter, maxi 25mm black",Ileostomy Bags
23605906320,"SenSura Mio light convex ileostomy bag with filter, maxi 10-43mm black",Ileostomy Bags
23605906328,"SenSura Mio soft convex ileostomy bag with filter, maxi 25mm black",Ileostomy Bags
23605906294,Esteem Body soft convex ileostomy bag large with window 3.5mm depth 50mm plateau 10mm-45mm,Ileostomy Bags
23605906323,"SenSura Mio light convex ileostomy bag with filter, maxi 25mm black",Ileostomy Bags
23605906299,Esteem Body soft convex ileostomy bag large with window 7mm depth 30mm plateau 10mm-25mm,Ileostomy Bags
23605906332,Option Alginate low profile soft convex ileostomy bag with filter 28mm plateau 15-28mm opaque,Ileostomy Bags
23605906200,"Emperor convex ileostomy bag with filter, standard 15-48mm beige",Ileostomy Bags
23605906273,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 40mm plateau 10mm-35mm,Ileostomy Bags
23605906280,Esteem Body soft convex ileostomy bag standard with window 7mm depth 30mm plateau 10mm-25mm,Ileostomy Bags
23605906304,"SenSura Mio ileostomy bag with filter, midi 10mm-45mm black",Ileostomy Bags
23605906295,Esteem Body soft convex ileostomy bag large with window 3.5mm depth 60mm plateau 10mm-55mm,Ileostomy Bags
23605906309,"SenSura Mio deep convex ileostomy bag with filter, midi 10-23mm black",Ileostomy Bags
23605906313,"SenSura Mio deep convex ileostomy bag with filter, maxi 15-33mm black",Ileostomy Bags
23605906297,Esteem Body soft convex ileostomy bag large with window 3.5mm depth 40mm plateau 30mm stoma,Ileostomy Bags
23605906272,Esteem Body soft convex ileostomy bag standard with window 3.5mm depth 30mm plateau 10mm-25mm,Ileostomy Bags
23605906325,"SenSura Mio soft convex ileostomy bag with filter, midi 15-33mm black",Ileostomy Bags
23605906317,"SenSura Mio light convex ileostomy bag with filter, midi 10-23mm black",Ileostomy Bags
23605906303,"SenSura Mio ileostomy bag with filter, mini 10mm-45mm black",Ileostomy Bags
23605906306,"SenSura Mio ileostomy bag with filter, maxi 30mm black",Ileostomy Bags
23605906319,"SenSura Mio light convex ileostomy bag with filter, maxi 10-23mm black",Ileostomy Bags
23605906326,"SenSura Mio soft convex ileostomy bag with filter, maxi 15-33mm black",Ileostomy Bags
23945909646,NovaLife two piece ostomy system urostomy bag with viewing option 43mm,Two Piece Ostomy Systems
23965909830,"Moderma Flex s/convex urost bag+CeraPlus s/barr,diamond/barr,enhanced tap&view opt 15-38mm",Urostomy Bags
23965909689,Option hydrocolloid low profile soft convex urostomy bag with tap closure 40mm plateau 30mm opaque,Urostomy Bags
23965909831,Moderma Flex convex urostomy bag+CeraPlus s/barr & diamond/barr 15mm-25mm transparent,Urostomy Bags
23965909833,"Moderma Flex convex urostomy bag+CeraPlus s/barr, diamond/barr & viewing option 15mm-25mm",Urostomy Bags
23965909834,"Moderma Flex convex urostomy bag+CeraPlus s/barr, diamond/barr & viewing option 15mm-38mm",Urostomy Bags
23965909816,Esteem Body soft convex urostomy bag standard 7mm depth 40mm plateau 10mm-35mm clear,Urostomy Bags
23965909829,"Moderma Flex s/convex urost bag+CeraPlus s/barr,diamond/barr,enhanced tap&view opt 15-25mm",Urostomy Bags
23965909820,Esteem Body soft convex urostomy bag standard with window 3.5mm depth 50mm plateau 10mm-45mm,Urostomy Bags
23965909822,Esteem Body soft convex urostomy bag standard with window 7mm depth 40mm plateau 10mm-35mm,Urostomy Bags
23990000001,Heylo Starter Kit 40mm,Leakage Notification System
23990000003,Heylo Starter Kit 60mm,Leakage Notification System
