BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0106010H0AAALAL,Methylcellulose 112.5mg/5ml oral liquid,Methylcellulose
0206010K0AABDBD,Isosorbide mononitrate 30mg modified-release tablets,Isosorbide mononitrate
0211000P0BFAAAC,Evana Heavy Period Relief 500mg tablets,Tranexamic acid
0301011R0BGABAX,Maxivent 2.5mg/2.5ml neb liq unit dose Steripoule vials,Salbutamol
0304010D0BBAFAF,Clarityn Allergy 1mg/ml syrup,Loratadine
0304010E0BGAAAA,Numark Hayfever Relief 120mg tablets,Fexofenadine hydrochloride
0401010Y0BCABAE,Zalzo 10mg orodispersible tablets,Zolpidem tartrate
0403030X0BCADAJ,Enalto 20mg orodispersible tablets,Escitalopram
0404000M0BQAAAR,Atenza XL 54mg tablets,Methylphenidate hydrochloride
0404000M0BQADAM,Atenza XL 18mg tablets,Methylphenidate hydrochloride
0404000V0AAAEAE,Guanfacine 5mg modified-release tablets,Guanfacine
0407042T0AAAAAA,Erenumab 70mg/1ml inj pre-filled disposable devices,Erenumab
0601023AWAAALAL,Semaglutide 4mg tablets,Semaglutide
0601023AWAAAMAM,Semaglutide 9mg tablets,Semaglutide
0601023AWBCAFAM,Rybelsus 9mg tablets,Semaglutide
0802040BDBBAAAA,Kesimpta Sensoready 20mg/0.4ml inj pre-filled pens,Ofatumumab
0905011D0BJACAD,AaceCa 500mg effervescent tablets,Calcium carbonate
0906040G0AAFPFP,Colecalciferol 400unit / Calcium carb 1.5g efferv tab SF,Colecalciferol
090607000AABSBS,Generic Wellbaby Multivitamin drops,Other multivitamin preparations
091000000BBYHBW,Feroglobin liquid,Other compound vitamin/mineral formulation preparations
0913111B0AAABAB,Generic SMA Gold Prem 2 liquid,Ready to serve preterm infant formula (0913111)
0913181E0BBACAA,K.Yo semi-solid food 100g pots berry,Ready to serve 3:1 dessert (0913181)
0913181G0BCADAE,KetoVie 4:1 Plant-Based Protein liquid,Ready to serve 4:1 milkshake with fibre (0913181)
0913271A0AAADAD,Generic Genius g/f seeded brown farmhouse loaf sliced,Specialist food replacer bread (0913271)
0913461F0BEAAAD,Juvela gluten free fibre penne,Specialist food replacer OTC or disc pasta (0913461)
0913461F0BEACAD,Juvela gluten free pasta lasagne,Specialist food replacer OTC or disc pasta (0913461)
0913461I0BBABAA,Glutafin gluten free crispbread,Specialist food replacer OTC/disc savoury biscuits (0913461)
1001010P0BCAKAH,Naprosyn Pain Relief 250mg gastro-resistant tablets,Naproxen
1203010F0AAACAC,Flurbiprofen 8.75mg lozenges sugar free,Flubiprofen
1203050A0AAAMAM,Generic Xerostom mouthwash sugar free,Artificial saliva products
1404000ATBGAPBX,Comirnaty KP.2 COVID-19 Vacc 30microg/0.3ml dose inj md vial,Coronavirus vaccine
1404000H0AAAUAU,"Trivalent Influenza vacc (split viron, inact) inj 0.5ml pfs",Influenza
20020201223,EmpressFlex layer 4 bandage 10cm x 7m,Arm Sling/Bandages
20033000562,Suprasorb P SensiFlex border dressing 10cm x 30cm,Wound Management & Other Dressings
20033000563,Suprasorb P SensiFlex border dressing 15cm x 15cm,Wound Management & Other Dressings
20033000566,Suprasorb P SensiFlex border lite dressing 10cm x 20cm,Wound Management & Other Dressings
20033000570,Suprasorb P SensiFlex multisite border dressing 12cm x 15cm,Wound Management & Other Dressings
21012600178,EasyCyst 100mg bladder instillation,Other Appliances
21012600254,MediGenix Spacer,Other Appliances
21012600255,MediGenix Spacer with adult mask 5+ years,Other Appliances
21012600256,MediGenix Spacer with child mask 1-5 years,Other Appliances
21020001617,LINC all silicone catheter with glycerine filled syringe and empty syringe standard long 12Ch-16Ch,Catheters
21220000334,AAA Menthol 1% in Aqueous cream,Emollients
