BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
21220000336,Epimax gentle wash,Emollients
21270002952,Sigvaris Style Patterns (15-20mmHg) thigh length closed toe,Lymphoedema Garments
21270003031,Juzo Move custom fit class 1 (18-21mmHg) thigh length closed toe with silicone balance border,Lymphoedema Garments
21270003048,Juzo Move custom fit class 3 (34-46mmHg) thigh length closed toe with silicone balance border,Lymphoedema Garments
21270003055,Eurostar 2 Sense custom fit class 2 (23-32mmHg) capri pants,Lymphoedema Garments
21270003069,Juzo Fascination class 3 (20-36mmHg) tights closed toe,Lymphoedema Garments
21270003132,Haddenham Stride class 1 (18-21mmHg) below knee closed toe extra long foot,Lymphoedema Garments
21270003138,Jobst FarrowWrap (30-40mmHg) classic made to measure footpiece,Lymphoedema Garments
21270003139,Jobst Relief (15-20mmHg) below knee closed toe,Lymphoedema Garments
21270003140,Jobst Relief (15-20mmHg) below knee open toe,Lymphoedema Garments
21270003145,Haddenham Pertex Light custom fit silicone grip top for lymphoedema garment upper extremities,Lymphoedema Garments
21270003148,Haddenham Pertex Light custom fit silicone grip top for lymphoedema garment lower extremities,Lymphoedema Garments
21270003150,Haddenham Pertex Light custom fit zip for lymphoedema garment lower extremities,Lymphoedema Garments
21270003151,Haddenham Pertex Light custom fit velcro fastening for lymphoedema garment lower extremities,Lymphoedema Garments
21270003152,Haddenham Pertex Light custom fit velcro strap for lymphoedema garment lower extremities,Lymphoedema Garments
21300000991,Noctura 400 Sleep Mask,Eye Products
21300000994,Ocufresh Comfort Singles Carmellose 0.5% eye drops 0.4ml unit dose preservative free,Eye Products
21300000995,Aactive HA PF 0.1% eye drops preservative free,Eye Products
21300000996,AquaLube PF 0.5% eye drops preservative free,Eye Products
21330000115,PleurX drainage kit with 500ml bottle,Indwelling Pleural Cath Drain System
21330000116,PleurX drainage kit with 1000ml bottle,Indwelling Pleural Cath Drain System
21330000118,PleurX vacuum 1000ml bottle,Indwelling Pleural Cath Drain System
22306153068,Discreet sheath tacky 41mm,Incontinence Sheaths
22506155035,"SpiritCare sterile leg bag with lever tap and leg straps 500ml bag, long tube",Leg Bags
23300263481,Suportx female high waist ostomy girdle with hole extra large skin,Belts
23355903751,Esteem Body soft convex colostomy bag large with window 7mm depth 40mm plateau 35mm stoma,Colostomy Bags
23355903764,"NovaLife TRE 1 closed convex colostomy bag with viewing option, maxi 15-59mm black",Colostomy Bags
23605906337,Option Alginate low profile soft convex ileostomy bag with filter 40mm plateau 35mm opaque,Ileostomy Bags
23605906355,Option hydrocolloid low profile soft convex ileo bag + filter & window 28mm plateau 20mm opaque,Ileostomy Bags
23945909648,NovaLife two piece ostomy system urostomy bag 36mm clear,Two Piece Ostomy Systems
23965909835,Softima Active Soft Convex urostomy bag midi 15-35mm beige,Urostomy Bags
