BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
23351003848,"SenSura Mio colostomy bag with filter, maxi 15-55mm transparent",Colostomy Bags
23351003849,"SenSura Mio soft convex colostomy bag with filter, midi 15-33mm neutral grey",Colostomy Bags
23351003850,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 15-33mm neutral grey",Colostomy Bags
23351003851,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 10-50mm neutral grey",Colostomy Bags
23351003852,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 25mm neutral grey",Colostomy Bags
23351003853,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 28mm neutral grey",Colostomy Bags
23351003854,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 31mm neutral grey",Colostomy Bags
23351003855,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 35mm neutral grey",Colostomy Bags
23351003856,"SenSura Mio light convex colostomy bag with filter, midi 10-23mm neutral grey",Colostomy Bags
23351003857,"SenSura Mio light convex colostomy bag with filter, midi 15-33mm neutral grey",Colostomy Bags
23351003858,"SenSura Mio light convex colostomy bag with filter, midi 31-43mm neutral grey",Colostomy Bags
23351003859,"SenSura Mio light convex colostomy bag with filter, maxi starter hole 10-23mm neutral grey",Colostomy Bags
23351003860,"SenSura Mio light convex colostomy bag with filter, maxi starter hole 15-33mm neutral grey",Colostomy Bags
23351003861,"SenSura Mio light convex colostomy bag with filter, maxi starter hole 31-43mm neutral grey",Colostomy Bags
23351003862,"SenSura Mio light convex colostomy bag with filter, maxi pre-cut 25mm neutral grey",Colostomy Bags
23351003863,"SenSura Mio light convex colostomy bag with filter, maxi pre-cut 28mm neutral grey",Colostomy Bags
23351003864,"SenSura Mio deep convex colostomy bag with filter, midi 10-23mm neutral grey",Colostomy Bags
23351003865,"SenSura Mio deep convex colostomy bag with filter, midi 15-33mm neutral grey",Colostomy Bags
23351003866,"SenSura Mio deep convex colostomy bag with filter, midi 31-43mm neutral grey",Colostomy Bags
23351003867,"SenSura Mio deep convex colostomy bag with filter, maxi 10-23mm neutral grey",Colostomy Bags
23351003868,"SenSura Mio deep convex colostomy bag with filter, maxi 15-33mm neutral grey",Colostomy Bags
23351003869,"SenSura Mio deep convex colostomy bag with filter, maxi 31-43mm neutral grey",Colostomy Bags
23351003882,"SenSura Mio light convex colostomy bag with filter, maxi 10-43mm neutral grey",Colostomy Bags
23351003883,"SenSura Mio deep convex colostomy bag with filter, maxi 10-43mm neutral grey",Colostomy Bags
23355903684,"SenSura Mio colostomy bag with filter, maxi XL 10-70mm Neutral grey",Colostomy Bags
23355903685,"SenSura Mio colostomy bag with filter, maxi XXL 10-100mm Neutral grey",Colostomy Bags
23941010034,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, mini 50mm Neutral grey",Two Piece Ostomy Systems
23941010035,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, midi 35mm Neutral grey",Two Piece Ostomy Systems
23941010036,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, midi 50mm Neutral grey",Two Piece Ostomy Systems
23941010037,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, midi 70mm Neutral grey",Two Piece Ostomy Systems
23941010038,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, maxi 35mm Neutral grey",Two Piece Ostomy Systems
23941010039,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, maxi 50mm Neutral grey",Two Piece Ostomy Systems
23941010040,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, maxi 70mm Neutral grey",Two Piece Ostomy Systems
23945909644,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, maxi XXL 90mm Neutral grey",Two Piece Ostomy Systems
