BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0103050A0BDAAAC,Pylera 140mg/125mg/125mg capsules,Helicobacter pylori eradication therapy
0208020Y0AAAIAI,Rivaroxaban 10mg capsules,Rivaroxaban
0208020X0BBADAD,Pradaxa 20mg granules sachets,Dabigatran etexilate
0402010AJBBACAC,Reagila 4.5mg capsules,Cariprazine
0403030Q0AABDBD,Sertraline 50mg/5ml oral suspension sugar free,Sertraline hydrochloride
0407010H0CXAADU,SolpaOne 1000mg effervescent tablets,Paracetamol
0407020AGBDAAAC,Tadomon 50mg prolonged-release tablets,Tapentadol
0408010A0AAAPAP,Levetiracetam 500mg/100ml infusion bags,Levetiracetam
0409010B0BCAAAB,Trilasym 50mg/5ml oral solution,Amantadine hydrochloride
0503010AGAAABAB,Rilpivirine 900mg/3ml prolonged-release inj vials,Rilpivirine
0602010V0BKADBY,Vencamil 75microgram tablets,Levothyroxine sodium
0801030H0BGAABL,Tolak 40mg/g cream,Fluorouracil (Antimetabolites)
0801030H0AABLBL,Fluorouracil 4% cream,Fluorouracil (Antimetabolites)
0901060P0BBAAAA,Neulasta 6mg/0.6ml inj pre-filled syringes,Pegfilgrastim
0905011D0BIABAK,A1-Cal Max 1500mg chewable tablets,Calcium carbonate
0906022K0BHAEAA,AceNic 50mg tablets,Nicotinamide
0906040G0EZAACD,AaCa D3 750mg/200unit caplets,Colecalciferol
0906040G0EZABFN,AaCa D3 1.25g/200unit chewable tablets,Colecalciferol
091000000BBPZBU,Boots Complete Multivitamins and Minerals A-Z tablets,Other compound vitamin/mineral formulation preparations
0913011Q0AAABAB,Generic Fresubin YoDrink,Ready to serve 1.5 kcal/ml yoghurt style drink (0913011)
0913011N0BCACAM,Aymes Actagain 1.5 Plant Powered liquid (3 flavours),Ready to serve 1.5 kcal/ml milkshake (0913011)
0913011U0BDAAAC,Aymes Actagain 2.0 Fibre liquid (3 flavours),"RtS 2 kcal/ml m/sk high protein, high energy+fibre (0913011)"
0913261M0AAAEAE,Generic Promin low protein pasta in sauce sachets,Specialist food replacer ready meals (0913261)
0913411B0AAADAD,Generic Resource ThickenUp powder,Powder disc or non ACBS thickener - starch based (0913411)
0913451F0BBADAA,Promin Plus low protein pasta spirals,Food replacer discontinued or OTC pasta (0913451)
0914021C0BEAAAD,PaediaSure fibre tube feed liquid,Tube feed 1 kcal/ml with fibre (0914021)
0914021B0BFAAAE,PaediaSure tube feed liquid,Tube feed 1 kcal/ml (0914021)
0914021E0BEAAAD,PaediaSure Plus tube feed liquid,Tube feed 1.5 kcal/ml (0914021)
1002020T0BDABAA,Tizagelan 4mg tablets,Tizanidine hydrochloride
1002020C0AABHBH,Baclofen 20mg tablets,Baclofen
1002020C0AABIBI,Baclofen 5mg tablets,Baclofen
1305020F0AACVCV,Dithranol 3% ointment,Dithranol
1310050J0BEAAAC,Savlon Burns & Scalds 0.025% cream,Chlorhexidine gluconate
1404000AWBCAAAB,Abrysvo vaccine inj 0.5ml vials,Respiratory Syncytial Virus (RSV)
1404000AWBBAAAA,Arexvy vaccine inj 0.5ml vials,Respiratory Syncytial Virus (RSV)
20033000364,Emfilm Plus dressing 10cm x 25cm,Wound Management & Other Dressings
20033000496,Clarity Care Silicone Wound Contact Layer Two Sided Adhesive dressing 20cm x 30cm,Wound Management & Other Dressings
20033000454,Clarity Care Silicone Foam Border dressing 10cm x 10cm,Wound Management & Other Dressings
20050600191,BLUselect tracheostomy tube uncuffed 81mm length,Tracheostomy & Laryngectomy Appliances
20100000758,EmFix tape 15cm,Surgical Adhesive Tape
21012600152,Klinion Soft Fine Plus Pen insulin needles for pf / reusable pen injectors screw on 8mm/32gauge,Other Appliances
21270002157,Sigvaris MTM Optiform Hold class 1 (18-21mmHg) thigh length open toe with waist attachment,Lymphoedema Garments
21270002972,Juzo Compression Wrap knee,Lymphoedema Garments
22306153056,Discreet sheath regular 32mm,Incontinence Sheaths
22306153057,Discreet sheath regular 36mm,Incontinence Sheaths
22806208017,Drainage bag connecting tube with three way stopcock 15cm,Tubing And Accessories
23355903740,Esteem Body soft convex colostomy bag large with window 3.5mm depth 60mm plateau 10mm-55mm,Colostomy Bags
23603056329,Ultra MiniM ax ileostomy bag with filter and split cover 12-55mm transparent,Ileostomy Bags
23605906335,Option Alginate low profile soft convex ileostomy bag with filter 40mm plateau 15-40mm opaque,Ileostomy Bags
23605906249,NovaLife TRE soft convex ileostomy bag midi 15mm-24mm clear,Ileostomy Bags
23605906305,"SenSura Mio ileostomy bag with filter, maxi 10mm-55mm black",Ileostomy Bags
23605906327,"SenSura Mio soft convex ileostomy bag with filter, maxi 10-50mm black",Ileostomy Bags
23605906300,Esteem Body soft convex ileostomy bag large with window 7mm depth 40mm plateau 10mm-35mm,Ileostomy Bags
23605906302,Esteem Body soft convex ileostomy bag large with window 7mm depth 60mm plateau 10mm-55mm,Ileostomy Bags
23945909649,NovaLife two piece ostomy system urostomy bag 43mm clear,Two Piece Ostomy Systems
23965909825,"Moderma Flex s/convex urost bag + CeraPlus s/barr, diamond/barr & enhanced tap 15mm-38mm transparent",Urostomy Bags
23965909787,Option Microskin urostomy bag with window 16mm,Urostomy Bags
23965909824,"Moderma Flex s/convex urost bag + CeraPlus s/barr, diamond/barr & enhanced tap 15mm-25mm transparent",Urostomy Bags
23990000004,Heylo Starter Kit 70mm,Leakage Notification System
23990000010,Heylo Sensor Layers 80mm,Leakage Notification System
23990000002,Heylo Starter Kit 50mm,Leakage Notification System
