BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0301020Q0BFABAA,Trokide 18microg inhalation pdr capsules with Vertical-Haler,Tiotropium bromide
0302000C0BYAABX,Proxor 100micrograms/dose / 6micrograms/dose inhaler,Beclometasone dipropionate
0309020H0BHAFAH,Tixylix Children's Dry & Tickly Cough 15% syrup,Glycerol
0402020ADBBACAC,Abilify Maintena 960mg/3.2ml prolonged-release inj pfs,Aripiprazole
0402020ADBBADAD,Abilify Maintena 720mg/2.4ml prolonged-release inj pfs,Aripiprazole
0408010AEAABDBD,Pregabalin 82.5mg modified-release tablets,Pregabalin
0408010AEAABBBB,Pregabalin 165mg modified-release tablets,Pregabalin
0408010AEAABCBC,Pregabalin 330mg modified-release tablets,Pregabalin
0801050CSAAAAAA,Zanubrutinib 80mg capsules,Zanubrutinib
0801050AXBBABAB,Afinitor 10mg tablets,Everolimus
0801050BIBBACAC,Jakavi 20mg tablets,Ruxolitinib
0901020D0BQADAJ,ActivB12 100microgram tablets,Cyanocobalamin
0902013S0BDABAC,EssCarb 500mg capsules,Sodium bicarbonate
0902013S0BDAAAP,EssCarb 600mg tablets,Sodium bicarbonate
0906011D0BJAAAH,Purosure Vitamins A and D softgel capsules,Vitamin A
0913107A0AAADAD,Generic Nutramigen PurAmino powder,Powder amino acid formula (0913107)
0913142B0AAABAB,Generic Duocal Super Soluble powder sugar free,Pdr 3.8 - 4.9 kcal/g energy (carbohyd) fortifier (0913142)
0913261H0BDAAAC,Loprofin low protein part baked loaf sliced,Specialist food replacer bread (0913261)
0913271B0AAADAD,Generic Glutafin gluten free baguettes,Specialist food replacer rolls/baguettes (0913271)
0913641A0BBAAAA,Respifor milkshake style liquid (3 flavours),Ready to serve 1.5 kcal/ml milkshake lower volume (0913641)
1106000C0AAAAAA,Acetazolamide 500mg powder for solution for injection vials,Acetazolamide sodium
1106000C0BBAAAA,Diamox Sodium Parenteral 500mg inj vials,Acetazolamide sodium
1404000AVBBAAAA,Qdenga vaccine inj 0.5ml pre-filled syringes,Dengue fever
190205500BCQLA0,Waterless Shampoo cap,Other toiletry preparations
20020201214,EmpressSoft layer 1 bandage 10cm x 4.5m,Arm Sling/Bandages
20033000513,6D Tape 5cm x 12cm,Wound Management & Other Dressings
20033000507,Suprasorb Liquacel Ag dressing 2cm x 45cm rope,Wound Management & Other Dressings
20033000521,Mepilex Up dressing 20cm x 21cm,Wound Management & Other Dressings
20033000512,Silconex gel,Wound Management & Other Dressings
20033000524,ConvaFoam Non-Adhesive dressing 15cm x 15cm square,Wound Management & Other Dressings
20050300518,Duratwix Uni-Vario Lingo-Cuff tracheostomy tube with two inner cannulas short 72mm length,Tracheostomy & Laryngectomy Appliances
21020001610,CompactCath catheter female 10Ch-18Ch,Catheters
21020001612,CompactCath catheter paediatric 6Ch-8Ch,Catheters
21020001608,LentisCath catheter male Tiemann tip 8Ch-18Ch,Catheters
21220000330,AactiMed Aqueous cream,Emollients
21220000332,AactiMed Liquid Paraffin & White Soft Paraffin 50:50 ointment,Emollients
21230000127,ActiGYN vaginal gel pre-filled applicators,Vaginal Moisturisers
21270002995,Juzo Intenso class 2 (23-32mmHg) below knee open toe with silicone top band,Lymphoedema Garments
21270003027,Juzo Move custom fit class 1 (18-21mmHg) below knee closed toe with silicone adhesive border,Lymphoedema Garments
21270002770,Sigvaris MTM Optiform Hold class 2 (23-32mmHg) ankle sock open toe,Lymphoedema Garments
21270003034,Juzo Move custom fit class 2 (23-32mmHg) below knee closed toe,Lymphoedema Garments
21270003052,Eurostar 2 Sense custom fit class 2 (23-32mmHg) thigh length with silicone grip top,Lymphoedema Garments
21270003066,Juzo Fascination class 2 (15-20mmHg) tights closed toe,Lymphoedema Garments
21270003004,Juzo Intenso class 3 (34-46mmHg) below knee open toe max,Lymphoedema Garments
21270003029,Juzo Move custom fit class 1 (18-21mmHg) thigh length closed toe with silicone adhesive border,Lymphoedema Garments
21270003036,Juzo Move custom fit class 2 (23-32mmHg) below knee closed toe with silicone adhesive border,Lymphoedema Garments
21270003026,Juzo Move custom fit class 1 (18-21mmHg) below knee open toe with silicone adhesive border,Lymphoedema Garments
21270003008,Juzo Fascination class 1 (10-15mmHg) below knee closed toe,Lymphoedema Garments
21270003054,Eurostar 2 Sense custom fit class 2 (23-32mmHg) tights open toe,Lymphoedema Garments
21300000987,Eyeaze Lyte 0.1% eye drops preservative free,Eye Products
21300000986,Eyeaze Lyte 0.2% eye drops preservative free,Eye Products
22306153078,Urimed Vision latex free adhesive sheath type II specific 41mm,Incontinence Sheaths
22306153064,Discreet sheath tacky 25mm,Incontinence Sheaths
23300263499,Suportx female high waist ostomy girdle with hole and velcro gusset medium white,Belts
23300263557,Suportx female high waist lace ostomy girdle with velcro gusset XX large skin,Belts
23300263562,Suportx female high waist lace ostomy girdle with velcro gusset XX large white,Belts
23603056228,UltraLite ileostomy bag 38mm transparent,Ileostomy Bags
23605906264,Esteem Body soft convex ileostomy bag standard 3.5mm depth 50mm plateau 10mm-45mm clear,Ileostomy Bags
23605906210,"Emperor ileostomy bag with filter, maxi 30mm beige",Ileostomy Bags
23960609603,Lenbul night bag with large opening,Urostomy Bags
