vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
42033311000001100,Biperiden 2mg tablets,774864001,Biperiden
45863911000001108,Elinzanetant 60mg capsules,45863611000001102,Elinzanetant
35776311000001109,Tolnaftate 1% liquid spray,777802009,Tolnaftate
41442211000001108,Velmanase alfa 10mg powder for solution for infusion vials,41441811000001100,Velmanase alfa
45874311000001100,Zanidatamab 300mg powder for solution for infusion vials,45873011000001100,Zanidatamab
