vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
46015411000001104,Depemokimab 100mg/1ml solution for injection pre-filled syringes,46013011000001107,Depemokimab
45472411000001107,Levodopa 33mg inhalation powder capsules with device,776515002,Levodopa
