BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
1104010I0AAAXAX,Dexamethasone 1.5mg/ml eye dps 0.3ml ud preservative free,Dexamethasone
1106000L0AAACAC,Latanoprost 50micrograms/ml eye drops preservative free,Latanoprost
1404000ATBHADBK,Spikevax XBB.1.5 COVID-19 Vacc 0.1mg/1ml inj md vials,Coronavirus vaccine
1404000ATBGAAAF,Comirnaty COVID-19 mRNA Vaccine 0.3ml inj multidose vials,Coronavirus vaccine
20020201209,Emlite bandage 5cm x 4m,Arm Sling/Bandages
20030100536,AquaBloc dressing 10cm x 12cm,Wound Management & Other Dressings
20033000383,Emfilm Post-Op dressing 10cm x 20cm,Wound Management & Other Dressings
20033000443,kliniderm Foam Silicone Multisite Border dressing 20cm x 20cm,Wound Management & Other Dressings
20033000451,RespoSorb Silicone Border dressing 13cm x 15.5cm oval,Wound Management & Other Dressings
20033000439,Cutimed Sorbion Border dressing 15cm x 15cm square,Wound Management & Other Dressings
20033000360,Emfilm Plus dressing 4cm x 5cm,Wound Management & Other Dressings
20033000361,Emfilm Plus dressing 5cm x 7cm,Wound Management & Other Dressings
20033000356,Edge Film dressing 6cm x 7cm,Wound Management & Other Dressings
20033000444,RespoSorb Silicone Border dressing 8cm x 8cm square,Wound Management & Other Dressings
20090001322,Emfast stockinette 20cm,Stockinette
21070630178,Compressana Snapper compression hosiery applicator,Elastic Hosiery
21270002898,Varodem Varosilk (18-21mmHg) toe cap with compressive toes,Lymphoedema Garments
21270002964,Mediven cotton class 1 (18-21mmHg) below knee closed toe,Lymphoedema Garments
21270002966,Mediven cotton class 2 (23-32mmHg) below knee closed toe,Lymphoedema Garments
21270002963,Juxta (25-35mmHg) compression undersock,Lymphoedema Garments
21270002766,Sigvaris MTM Optiform Hold class 1 (18-21mmHg) below knee sleeve,Lymphoedema Garments
21270002967,Mediven cotton class 2 (23-32mmHg) below knee closed toe petite,Lymphoedema Garments
21290000141,BeneFoot medical shoe original post op with toe cover paediatric one size,Pressure Offloading Device
21290000163,Footshield II shoe small right,Pressure Offloading Device
21300000981,Ocufresh Everyday 0.2% eye drops 0.5ml unit dose preservative free,Eye Products
21300000983,Trehapan eye drops preservative free,Eye Products
21480000109,FreeStyle Libre 2 Plus Sensor,Detection Sensor Interstitial Fluid/Gluc
22306153066,Discreet sheath tacky 32mm,Incontinence Sheaths
22806208010,Drainage bag connecting tube with three way stopcock/funnel 6cm,Tubing And Accessories
23300263501,Suportx female high waist ostomy girdle with hole and velcro gusset extra large white,Belts
23353353709,"Option Alginate low profile soft convex colostomy bag with filter, plus 40mm plateau 30mm",Colostomy Bags
23603056303,UltraMax ileostomy bag with filter and split cover 25mm,Ileostomy Bags
23605906255,NovaLife TRE soft convex ileostomy bag maxi 15mm-44mm clear,Ileostomy Bags
23605906256,NovaLife TRE soft convex ileostomy bag maxi 15mm-54mm clear,Ileostomy Bags
23605906254,NovaLife TRE soft convex ileostomy bag maxi 15mm-34mm clear,Ileostomy Bags
23945909650,NovaLife two piece ostomy system urostomy bag 55mm clear,Two Piece Ostomy Systems
23965909797,NovaLife TRE convex urostomy bag 15mm-46mm clear,Urostomy Bags
23965909793,NovaLife TRE convex urostomy bag with viewing option 15mm-37mm,Urostomy Bags
23965909811,NovaLife TRE urostomy bag 15-55/70mm clear,Urostomy Bags
23965909809,NovaLife TRE soft convex urostomy bag 30mm clear,Urostomy Bags
23965909800,NovaLife TRE soft convex urostomy bag with viewing option 15mm-24mm,Urostomy Bags
23965909805,NovaLife TRE soft convex urostomy bag 15mm-24mm clear,Urostomy Bags
23965909803,NovaLife TRE soft convex urostomy bag with viewing option 25mm,Urostomy Bags
23965909802,NovaLife TRE soft convex urostomy bag with viewing option 15mm-44mm,Urostomy Bags
23965909798,NovaLife TRE convex urostomy bag 30mm-37mm clear,Urostomy Bags
