BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
0704020J0BCACAZ,Ditropan 2.5mg/5ml elixir,Oxybutynin
0901040B0AAABAB,Romiplostim 250microgram powder and solvent inj vials,Romiplostim
0906022K0BGACAG,NicoVit-B3 500mg capsules,Nicotinamide
0913011N0BCAAAE,Aymes Actagain 1.5 Complete Starter Pack liquid,Ready to serve 1.5 kcal/ml milkshake (0913011)
0913011N0BCABAF,Aymes Actagain 1.5 Complete liquid (4 flavours),Ready to serve 1.5 kcal/ml milkshake (0913011)
0913191A0AAAAAA,Generic Fructose Module powder,Powder carbohydrate supplement (0913191)
0913451H0BCAAAB,Mevalia low protein grissini,Food replacer discontinued or OTC savoury biscuits (0913451)
0913511A0BBABAD,SMA Advanced Growing Up milk powder,Powder OTC follow on formula (0913511)
1404000N0BGAAAD,Verorab inj 0.5ml vials (Imported (France)),Rabies
21270000703,Juzo Classic Seamless class 2 (23-32mmHg) glove,Lymphoedema Garments
21270000704,Juzo Classic Seamless class 1 (18-21mmHg) glove,Lymphoedema Garments
21270000709,Juzo Classic Seamless class 1 (18-21mmHg) gauntlet,Lymphoedema Garments
21270000714,Juzo Classic Seamless class 2 (23-32mmHg) gauntlet,Lymphoedema Garments
21270000715,Juzo Classic Seamless class 1 (18-21mmHg) toe cap,Lymphoedema Garments
21270002762,Juzo Classic Seamless class 2 (23-32mmHg) toe cap,Lymphoedema Garments
21270002839,Juzo Classic Seamless class 1 (18-21mmHg) armsleeve with grip top,Lymphoedema Garments
21270002840,Juzo Classic Seamless class 1 (18-21mmHg) combined armsleeve with grip top and mitten,Lymphoedema Garments
21270002841,Juzo Classic Seamless class 1 (18-21mmHg) combined armsleeve with grip top and glove,Lymphoedema Garments
21270002842,Juzo Classic Seamless class 2 (23-32mmHg) armsleeve with grip top,Lymphoedema Garments
21270002843,Juzo Classic Seamless class 2 (23-32mmHg) combined armsleeve with grip top and mitten,Lymphoedema Garments
21270002844,Juzo Classic Seamless class 2 (23-32mmHg) combined armsleeve with grip top and glove,Lymphoedema Garments
21270002886,Juzo Classic Seamless class 1 (18-21mmHg) armsleeve with grip top max,Lymphoedema Garments
21270002887,Juzo Classic Seamless class 2 (23-32mmHg) armsleeve with grip top max,Lymphoedema Garments
21270002888,Juzo Classic Seamless class 1 (18-21mmHg) combined armsleeve with grip top and glove max,Lymphoedema Garments
21270002889,Juzo Classic Seamless class 2 (23-32mmHg) combined armsleeve with grip top and glove max,Lymphoedema Garments
21270002890,Juzo Classic Seamless class 1 (18-21mmHg) combined armsleeve with grip top and mitten max,Lymphoedema Garments
21270002891,Juzo Classic Seamless class 2 (23-32mmHg) combined armsleeve with grip top and mitten max,Lymphoedema Garments
23355903725,"Moderma Flex convex colostomy bag with filter and CeraPlus skin barrier, maxi 15mm-38mm beige",Colostomy Bags
