vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
45251411000001100,Burosumab 30mg/1ml solution for injection pre-filled syringes,774941002.0,Burosumab
44882611000001100,Clascoterone 10mg/g cream,898165001.0,Clascoterone
45010411000001108,Colecalciferol 400unit / Calcium carbonate 1.5g effervescent tablets sugar free,774990002.0,Colecalciferol + Calcium carbonate
32785511000001100,Demeclocycline 300mg capsules,775476004.0,Demeclocycline
45332311000001107,Generic Alyftrek 125mg/50mg/10mg tablets,4.53288110000011e+16,Deutivacaftor + Tezacaftor + Vanzacaftor
45332411000001100,Generic Alyftrek 50mg/20mg/4mg tablets,4.53288110000011e+16,Deutivacaftor + Tezacaftor + Vanzacaftor
45270711000001101,Enalapril 1mg orodispersible tablets sugar free,775758007.0,Enalapril
45160411000001103,Escitalopram 10mg orodispersible tablets sugar free,775831009.0,Escitalopram
45195011000001104,"Trivalent Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",9894511000001108.0,Influenza vaccine
36030111000001106,Naproxen 500mg modified-release tablets,776871008.0,Naproxen
12195111000001103,Phenobarbital sodium 15mg/5ml oral suspension,1.39121110000011e+16,Phenobarbital sodium
45489811000001108,Pirtobrutinib 100mg tablets,4.54886110000011e+16,Pirtobrutinib
45489911000001103,Pirtobrutinib 50mg tablets,4.54886110000011e+16,Pirtobrutinib
44977611000001100,Pyridoxal phosphate 50mg tablets,1.3295901000001106e+16,Pyridoxal phosphate
45160111000001108,Rivaroxaban 5mg/ml oral suspension sugar free,777455008.0,Rivaroxaban
39669711000001109,Sodium iodide [I-131] 1.184GBq capsules,783855009.0,Sodium iodide [I-131]
45354811000001105,Sotorasib 240mg tablets,1162510009.0,Sotorasib
45412811000001100,Teplizumab 2mg/2ml solution for infusion vials,4.54108110000011e+16,Teplizumab
45011111000001109,Ursodeoxycholic acid 500mg capsules,777903000.0,Ursodeoxycholic acid
38285511000001104,Generic Altrini Compact Fibre liquid,,
43007611000001104,Generic Aymes ActaJuni liquid,,
39848211000001107,Generic Survimed OPD 1.5kcal drink,,
