vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
45490111000001107,Serplulimab 100mg/10ml solution for infusion vials,45488811000001101,Serplulimab
46234511000001103,Sevabertinib 10mg tablets,46209711000001103,Sevabertinib
