BNF_CODE,BNF_DESCRIPTION,CHEMICAL_SUBSTANCE_BNF_DESCR
21020001605,LentisCath catheter male 8Ch-18Ch,Catheters
21020001604,Luja catheter female 10Ch-16Ch,Catheters
21020001603,Liquick X-treme Plus catheter male Tiemann tip 12Ch-16Ch,Catheters
21020001606,LentisCath catheter female 10Ch-18Ch,Catheters
21270003060,Eurostar 2 Sense closed toe for lymphoedema garment,Lymphoedema Garments
21270003057,Eurostar 2 Sense adhesive border for lymphoedema garment lower extremities,Lymphoedema Garments
21270002976,Juzo Basic class 1 (18-21mmHg) thigh length open toe with silicone top band,Lymphoedema Garments
21270003032,Juzo Fascination class 1 (10-15mmHg) tights closed toe,Lymphoedema Garments
21270002984,Juzo Basic class 2 (23-32mmHg) thigh length open toe with silicone top band,Lymphoedema Garments
21270003072,Biflex Self Adjust calf,Lymphoedema Garments
21270003063,Eurostar 2 Sense non-standard colour for lymphoedema garment lower extremities,Lymphoedema Garments
21270002977,Juzo Basic class 1 (18-21mmHg) thigh length closed toe with silicone top band,Lymphoedema Garments
22306153073,Urimed Vision latex free adhesive sheath type I standard 41mm,Incontinence Sheaths
22306153077,Urimed Vision latex free adhesive sheath type II specific 36mm,Incontinence Sheaths
22306153069,Urimed Vision latex free adhesive sheath type I standard 25mm,Incontinence Sheaths
22306153080,Urimed Vision latex free adhesive sheath type III ultra 29mm,Incontinence Sheaths
22306153082,Urimed Vision latex free adhesive sheath type III ultra 36mm,Incontinence Sheaths
23300263293,Suportx breathable tube ostomy belt with hole large 15cm black,Belts
23353353706,"Option Alginate low profile soft convex colostomy bag with filter, plus 28mm plateau 25mm",Colostomy Bags
23355903741,Esteem Body soft convex colostomy bag large with window 3.5mm depth 30mm plateau 10mm-25mm,Colostomy Bags
23355903744,Esteem Body soft convex colostomy bag large with window 3.5mm depth 40mm plateau 35mm stoma,Colostomy Bags
23355903731,Onovus Solo colostomy bag 13mm-45mm light grey,Colostomy Bags
23355903757,Esteem Body soft convex colostomy bag standard with window 7mm depth 50mm plateau 10mm-45mm,Colostomy Bags
23355903733,Esteem Body soft convex colostomy bag large 3.5mm depth 50mm plateau 10mm-45mm clear,Colostomy Bags
23355903750,Esteem Body soft convex colostomy bag large with window 7mm depth 40mm plateau 30mm stoma,Colostomy Bags
23605906271,Esteem Body soft convex ileostomy bag standard 7mm depth 60mm plateau 10mm-55mm clear,Ileostomy Bags
23605906259,NovaLife TRE soft convex ileostomy bag maxi 40mm clear,Ileostomy Bags
23605906336,Option Alginate low profile soft convex ileostomy bag with filter 40mm plateau 30mm opaque,Ileostomy Bags
23806558011,Sudocrem Care & Protect AssuraDerm ointment,Skin Fillers And Protectives
23858588560,Eakin Freeseal Versa 30mm,Skin Protectors
23858588557,Eakin Freeseal Air 10mm,Skin Protectors
23945909660,SenSura Mio Flex two piece ostomy system soft convex baseplate 70mm 15-53mm,Two Piece Ostomy Systems
23945909659,SenSura Mio Flex two piece ostomy system soft convex baseplate 50mm 15-40mm,Two Piece Ostomy Systems
23965909815,Esteem Body soft convex urostomy bag standard 7mm depth 30mm plateau 10mm-25mm clear,Urostomy Bags
